# 跨多组信号集汇总的对比结果，便于直接复制到表格或画图脚本。
# dataset: 数据集标签，对应当前批量实验配置中的数据集。
# config: 批量配置标签；对 batched dataset 会去掉末尾的 _001 之类批次编号。
# scheme: foundation / baseline1 / baseline2。
# wcrt_ratio_p95 / threshold_wcrt_ms 等字段名为兼容旧脚本保留；foundation / baseline1 的实际含义为同 code 信号组对应报文中的最大帧响应时间。
# ASIL 分组指标均可直接按 dataset + scheme + asil 进行筛选或透视。

[bandwidth_utilization]
dataset	config	scheme	compare_bandwidth_utilization	static_bandwidth_utilization	signal_count	total_added_signal_copies	schedulable
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	foundation	0.51592239999999978	0.51592239999999978	250	62	1
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline1	0.58795839999999977	0.58795839999999977	250	178	1
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline2	0.35176018019353478	0.35175999999999985	250	0	1
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	foundation	0.49950320000000026	0.49950320000000026	250	62	1
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline1	0.55847519999999984	0.55847519999999984	250	203	1
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline2	0.29189254366257883	0.29189240000000005	250	0	1
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	foundation	0.49730399999999991	0.49730399999999991	250	62	1
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline1	0.53476400000000002	0.53476400000000002	250	192	1
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline2	0.37744138387990789	0.37744119999999998	250	0	1
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	foundation	0.54261959999999954	0.54261959999999954	250	62	1
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline1	0.61284760000000038	0.61284760000000038	250	188	1
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline2	0.35780860245283852	0.35780839999999997	250	0	1
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	foundation	0.54492359999999984	0.54492359999999984	250	62	1
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline1	0.59201959999999987	0.59201959999999987	250	192	1
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline2	0.36645258224094879	0.36645239999999996	250	0	1

[wcrt_ratio_p95]
dataset	config	scheme	asil	signal_count	avg_wcrt_ratio_p95	max_wcrt_ratio_p95
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	foundation	A	188	0.10001714893623703	0.27560000000073615
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	foundation	B	25	0.12712153600004705	0.26024000000006142
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	foundation	C	25	0.11050408000002586	0.25232000000005994
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	foundation	D	12	0.10956066666678438	0.24420000000005757
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline1	A	188	0.12454449787240572	0.36120000000062191
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline1	B	25	0.16593995200005193	0.3367600000000891
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline1	C	25	0.14369152000003629	0.29200000000007548
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline1	D	12	0.11918996666676178	0.25456000000006612
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline2	A	188	0.064233642553191528	0.2636
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline2	B	25	0.070668335999999984	0.15847999999999993
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline2	C	25	0.070506336000000003	0.15847999999999993
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline2	D	12	0.066012699999999994	0.13391999999999996
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	foundation	A	188	0.092686953191536636	0.25040000000058171
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	foundation	B	25	0.11227419200003151	0.24640000000004533
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	foundation	C	25	0.15016256000007602	0.25040000000058171
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	foundation	D	12	0.095064766666759448	0.19688000000003852
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline1	A	188	0.12067068510646012	0.29880000000088103
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline1	B	25	0.14639097600005754	0.28192000000008194
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline1	C	25	0.13962192000010204	0.26528000000007523
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline1	D	12	0.10610990000013749	0.24012000000006423
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline2	A	188	0.054081808510638332	0.18440000000000001
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline2	B	25	0.059461071999999983	0.13115999999999994
