code	comm_id	data_size	period	deadline	src_ecu	dst_ecu	offset	level	type
471535138	0	16	100	100	10	8	0	0	0
2992113415	0	128	5	5	2	0	0	0	0
186884270	0	16	1	1	1	2	0	0	0
1656035998	0	8	20	20	6	11	0	0	0
2802112555	0	16	20	20	1	5	0	0	0
4248805102	0	8	20	20	4	5	0	2	0
1878082520	0	16	100	100	9	0	0	0	0
2503057874	0	16	10	10	7	8	0	0	0
1232628518	0	16	100	100	8	4	0	0	0
2619333524	0	16	20	20	5	7	0	0	0
2470099385	0	8	5	5	2	0	0	0	0
4213460019	0	16	20	20	2	11	0	1	0
3025767752	0	8	1	1	2	1	0	2	0
3900205818	0	8	10	10	3	8	0	0	0
3881619260	0	32	100	100	5	7	0	3	0
4087394571	0	16	100	100	10	9	0	0	0
1110189254	0	8	10	10	9	11	0	0	0
1530125875	0	32	10	10	0	5	0	0	0
2487902225	0	8	2	2	2	1	0	1	0
2192063493	0	16	20	20	8	6	0	0	0
2114929112	0	16	10	10	3	2	0	3	0
2193975635	0	8	20	20	10	6	0	0	0
3328935273	0	8	10	10	5	2	0	0	0
2335482750	0	8	10	10	1	4	0	0	0
3509214864	0	32	10	10	3	4	0	0	0
691600365	0	8	2	2	2	1	0	1	0
2668219509	0	16	20	20	4	6	0	0	0
252701618	0	16	10	10	9	1	0	2	0
3329705785	0	32	10	10	5	9	0	0	0
3793033016	0	16	10	10	11	5	0	0	0
4045019538	0	16	20	20	4	10	0	0	0
622239128	0	8	50	50	6	8	0	0	0
753737829	0	32	1000	1000	1	7	0	0	0
2318936396	0	16	100	100	9	2	0	0	0
4033247808	0	16	20	20	4	3	0	0	0
3351243547	0	8	20	20	1	8	0	2	0
1987748677	0	16	100	100	6	11	0	0	0
149550282	0	16	10	10	11	5	0	0	0
4154353831	0	16	10	10	3	11	0	0	0
3876441114	0	8	100	100	7	1	0	2	0
3230514003	0	32	10	10	6	11	0	1	0
1629060068	0	8	20	20	4	3	0	0	0
3344195239	0	8	1000	1000	8	5	0	0	0
141793006	0	16	100	100	0	8	0	0	0
2085977287	0	16	10	10	10	9	0	1	0
2756523637	0	16	100	100	5	2	0	0	0
3691044519	0	8	20	20	7	0	0	0	0
2024529628	0	16	10	10	4	8	0	0	0
1700889408	0	16	20	20	8	3	0	0	0
1617338956	0	8	20	20	11	8	0	0	0
