code	comm_id	data_size	period	deadline	src_ecu	dst_ecu	offset	level	type
1411408597	0	16	5	5	1	0	0	0	0
3071788627	0	16	10	10	10	6	0	0	0
3548883580	0	16	100	100	4	0	0	0	0
2638570325	0	16	10	10	0	10	0	3	0
1008870224	0	8	10	10	5	4	0	0	0
787348951	0	8	1000	1000	6	5	0	0	0
4087262751	0	32	100	100	10	2	0	0	0
468796323	0	8	20	20	0	11	0	0	0
1734970231	0	8	10	10	8	5	0	0	0
1897449300	0	16	50	50	11	9	0	1	0
2224730573	0	8	100	100	9	10	0	0	0
545539208	0	32	10	10	4	9	0	2	0
3468707752	0	16	1	1	2	1	0	0	0
2857692767	0	16	20	20	4	11	0	0	0
1933815930	0	16	2	2	2	1	0	0	0
3858892871	0	16	10	10	0	5	0	0	0
327004426	0	16	20	20	0	4	0	0	0
3075527207	0	32	20	20	8	11	0	0	0
4222089181	0	16	10	10	2	3	0	1	0
1277879379	0	8	100	100	7	0	0	0	0
3269247998	0	16	10	10	9	3	0	1	0
1867759656	0	8	20	20	0	1	0	2	0
1239985761	0	16	2	2	0	2	0	0	0
995489718	0	8	100	100	3	4	0	0	0
3879387398	0	16	100	100	7	9	0	0	0
2647237910	0	32	100	100	2	5	0	0	0
605826257	0	8	1000	1000	4	0	0	0	0
2870712983	0	32	20	20	11	7	0	0	0
1726581030	0	8	20	20	1	8	0	2	0
2095235218	0	16	10	10	4	0	0	1	0
1622188675	0	16	20	20	7	11	0	2	0
3202874034	0	8	10	10	11	0	0	0	0
2637507453	0	16	100	100	11	3	0	0	0
3250727522	0	16	10	10	10	11	0	0	0
3924084184	0	16	10	10	2	1	0	0	0
400906806	0	128	10	10	1	2	0	0	0
1916087608	0	8	20	20	2	1	0	0	0
3347600355	0	16	5	5	2	1	0	3	0
3511357549	0	16	20	20	4	7	0	0	0
2564340221	0	16	1	1	0	2	0	0	0
3897215130	0	8	10	10	0	2	0	0	0
4165329670	0	8	10	10	1	11	0	0	0
3121322538	0	8	20	20	0	10	0	1	0
1684108433	0	8	20	20	10	4	0	0	0
3011668673	0	16	20	20	6	10	0	0	0
1870451252	0	32	100	100	1	9	0	2	0
2136159572	0	8	10	10	1	8	0	0	0
2408672469	0	16	20	20	6	11	0	0	0
571592928	0	16	100	100	2	7	0	0	0
1295203608	0	8	20	20	5	9	0	0	0
