code	data_size	period	deadline	src_ecu	dst_ecu	offset	level	type
11536037452169336871	4	100	100	2	0	0	1	0
1939780942616712769	2	2	2	4	3	0	0	1
12796618632557358674	2	20	20	3	1	0	0	0
13382712278621776493	4	10	10	3	1	0	0	0
13960000527499323878	1	10	10	2	1	0	0	0
10539204812540129704	2	20	20	3	1	0	0	0
2487206522051906913	2	100	100	4	3	0	0	0
790207870883351592	1	100	100	0	4	0	0	0
6902197328083521147	2	5	5	4	1	0	0	0
2841527907694696368	2	20	20	4	1	0	0	0
15134530724994744172	1	20	20	3	0	0	0	0
8707719018251901485	64	10	10	3	1	0	0	0
13214381315833731031	2	100	100	2	5	0	1	0
7496845587770894250	2	1	1	1	3	0	1	0
11319537510229755571	1	10	10	2	1	0	0	0
11784762124044167830	1	20	20	4	5	0	0	0
13417913221857681494	1	1	1	5	1	0	0	0
9497852619357429965	1	20	20	2	0	0	0	0
2993662783451796012	4	10	10	0	5	0	0	0
18088450288200489535	1	100	100	1	4	0	0	0
16557865187721695926	1	1	1	0	5	0	0	0
1907690323984838227	2	10	10	0	3	0	0	0
10303414078630617302	1	100	100	3	2	0	0	0
8747371973565454187	4	100	100	2	1	0	0	0
16688658092139279950	2	10	10	5	2	0	0	0
10962091093921272867	1	20	20	4	3	0	0	0
11855311676837767668	1	100	100	2	3	0	3	0
11677333904317000716	2	20	20	3	2	0	0	0
18155489692568512970	1	100	100	5	3	0	0	0
6216244992635279631	2	20	20	0	1	0	0	0
15174379448477118397	2	20	20	0	2	0	0	0
8632952640085219816	1	100	100	4	0	0	0	0
1810649529644539004	4	20	20	4	0	0	0	0
5576634827215902453	4	10	10	2	4	0	0	0
535790493379797421	1	10	10	5	3	0	0	0
10822950107493177664	2	10	10	3	1	0	0	0
2195874359453148730	2	1	1	2	5	0	0	0
6474233675595623579	2	10	10	0	3	0	0	0
8267165615867288028	1	10	10	4	5	0	0	0
17036050506250175076	2	10	10	3	4	0	3	0
13639799532673216130	2	20	20	0	4	0	0	0
6083411164236295651	4	10	10	5	4	0	0	0
10311826311670505365	2	10	10	0	4	0	1	0
10364751387744706282	1	100	100	0	1	0	0	0
11922083222872019617	16	20	20	5	0	0	0	0
11216944274637211557	1	10	10	0	1	0	0	0
358421835333414086	2	10	10	1	0	0	0	0
8841514560742458030	2	20	20	5	3	0	0	0
17289112542128122137	2	100	100	5	0	0	0	0
12924458096694513878	1	20	20	2	5	0	0	0
