MessageCode	÷‹∆⁄	∞≤»´µ»º∂	“Ï‘¥±∏∑›	π ’œ∏≈¬ …œœﬁ	π ’œ∏≈¬ (‘≠±æ)	π ’œ∏≈¬ (÷ÿ¥Ú∞¸)
11471340204077115353	1	A	∑Ò	1.0000000000e-06	6.4625753041e-05	7.0154798670e-09
15126339936959501335	20	A	∑Ò	1.0000000000e-06	2.4424906542e-15	3.7747582837e-15
5814094950401220773	10	A	∑Ò	1.0000000000e-06	7.0721206669e-14	1.1002310174e-13
14238736741933846899	100	A	∑Ò	1.0000000000e-06	2.1227464231e-13	2.8421709430e-13
398786665142315	20	A	∑Ò	1.0000000000e-06	1.0658141036e-14	1.4432899320e-14
6961113382178024663	1	A	∑Ò	1.0000000000e-06	9.2026707099e-07	7.9061157790e-11
15567014469701932705	20	A	∑Ò	1.0000000000e-06	6.1173288657e-14	8.9261931180e-14
5075960490006045853	100	B	∑Ò	1.0000000000e-07	2.1227464231e-13	2.8421709430e-13
10638823122934392323	10	A	 «	1.0000000000e-06	1.6517302057e-41	8.1209488220e-41
4965302092490645549	2	A	∑Ò	1.0000000000e-06	5.1413233337e-08	9.4660430272e-08
10111793325399898808	10	A	∑Ò	1.0000000000e-06	5.2735593670e-14	6.8278716014e-14
11364409689794685824	10	A	∑Ò	1.0000000000e-06	4.4186876380e-14	5.5289106626e-14
2451340892996244937	20	A	∑Ò	1.0000000000e-06	9.7144514655e-14	1.4521717162e-13
464863758106145209	10	C	∑Ò	1.0000000000e-07	1.1102230246e-15	5.9952043330e-15
7829032433962532296	20	A	∑Ò	1.0000000000e-06	8.3266726847e-15	2.6867397196e-14
5434783265267216917	5	D	∑Ò	1.0000000000e-08	1.1102230246e-15	5.9952043330e-15
12283881637322673541	5	A	∑Ò	1.0000000000e-06	4.4186876380e-14	5.5289106626e-14
1271738549390807323	5	A	∑Ò	1.0000000000e-06	4.4075854078e-14	5.1403326040e-14
2613186399584227220	100	A	∑Ò	1.0000000000e-06	8.1656903461e-13	1.3856693570e-12
17668946002096853069	5	A	∑Ò	1.0000000000e-06	3.8635761257e-14	5.1292303738e-14
2717802420061548762	10	A	∑Ò	1.0000000000e-06	4.4075854078e-14	5.1403326040e-14
2157480879221442750	10	A	∑Ò	1.0000000000e-06	6.1173288657e-14	8.9261931180e-14
6954115626300465211	10	A	∑Ò	1.0000000000e-06	4.4075854078e-14	5.1403326040e-14
3949787039082793292	20	A	∑Ò	1.0000000000e-06	6.6391336873e-14	8.1490370007e-14
16413335933989068702	20	C	∑Ò	1.0000000000e-07	6.4392935428e-15	1.9428902931e-14
11395508265848987103	100	A	∑Ò	1.0000000000e-06	8.1656903461e-13	1.3856693570e-12
16762843643858522376	100	B	∑Ò	1.0000000000e-07	1.0635936576e-13	1.8152146453e-13
10416181529821039302	20	B	∑Ò	1.0000000000e-07	8.1046280798e-15	9.4368957093e-15
12564152343723619049	100	A	∑Ò	1.0000000000e-06	8.1656903461e-13	1.3856693570e-12
16218134281272093742	20	A	∑Ò	1.0000000000e-06	6.5170091545e-14	1.1513012765e-13
1369849696141212783	10	D	∑Ò	1.0000000000e-08	9.9920072216e-16	3.5527136788e-15
6833759195100166198	10	A	∑Ò	1.0000000000e-06	4.9182879991e-14	1.6286971771e-13
6267937541714440344	10	A	∑Ò	1.0000000000e-06	8.3266726847e-15	2.6867397196e-14
15976670625772969253	10	C	∑Ò	1.0000000000e-07	8.3266726847e-15	2.6867397196e-14
13625470859736502428	100	A	∑Ò	1.0000000000e-06	2.1227464231e-13	2.8421709430e-13
6337443589395555017	20	A	∑Ò	1.0000000000e-06	5.2735593670e-14	6.8278716014e-14
2944382996061127318	20	A	∑Ò	1.0000000000e-06	7.0721206669e-14	1.1002310174e-13
14680507836397534183	10	A	∑Ò	1.0000000000e-06	5.2735593670e-14	6.8278716014e-14
14894782319337052840	10	A	∑Ò	1.0000000000e-06	5.2735593670e-14	6.8278716014e-14
3375869202609672248	10	A	∑Ò	1.0000000000e-06	1.1657341759e-14	1.3655743203e-14
14167012673065778354	10	A	∑Ò	1.0000000000e-06	1.0658141036e-14	1.4432899320e-14
3983577141899364403	10	C	∑Ò	1.0000000000e-07	1.1657341759e-14	1.3655743203e-14
