code	data_size	period	deadline	src_ecu	dst_ecu	offset	level	type
3282670741	2	50	50	0	1	0	0	0
2667637441	2	10	10	3	1	0	1	0
578566386	4	20	20	2	0	0	0	0
655986447	2	20	20	4	1	0	0	0
2251634134	1	1	1	1	5	0	3	0
1370555356	1	10	10	3	0	0	3	0
1595044066	2	10	10	4	3	0	0	0
2289073223	2	10	10	5	0	0	0	0
3915221677	2	20	20	5	4	0	0	0
275323114	1	100	100	2	0	0	2	0
2105227140	2	1	1	3	0	0	0	0
2752944175	1	50	50	5	0	0	2	0
199337406	4	100	100	3	0	0	0	0
3670309790	1	10	10	5	2	0	3	0
2882611400	2	100	100	1	4	0	3	0
2323926164	4	100	100	2	5	0	3	0
1123786289	2	20	20	5	4	0	0	1
3434774564	4	1	1	0	2	0	2	0
3352473250	1	10	10	5	2	0	0	0
1622019443	4	10	10	3	1	0	0	0
622070582	2	20	20	4	3	0	2	0
3978001430	1	20	20	2	1	0	0	0
645636081	2	20	20	2	5	0	0	0
2064639915	2	20	20	1	4	0	0	0
2406751624	1	10	10	4	0	0	1	0
885984836	2	1	1	2	1	0	0	0
3320780056	1	20	20	1	3	0	0	0
3508042306	2	10	10	2	1	0	0	0
2760394957	1	10	10	4	5	0	0	0
657016127	1	100	100	2	1	0	0	0
1698427302	4	10	10	2	1	0	0	0
1339342819	1	20	20	1	3	0	0	0
657262242	2	10	10	0	3	0	0	0
1037133786	1	100	100	0	5	0	3	0
40858171	4	100	100	5	0	0	0	0
1293120039	1	20	20	3	5	0	0	0
63936898	4	20	20	3	1	0	2	0
349311922	2	20	20	4	3	0	0	0
763284040	2	10	10	5	3	0	0	0
4265111120	2	100	100	1	5	0	3	0
309718779	2	10	10	4	2	0	0	0
4287030983	1	100	100	5	3	0	0	0
3380585728	1	20	20	1	5	0	0	0
127462031	1	10	10	4	1	0	0	0
4231002837	2	20	20	1	0	0	0	0
3753729161	1	20	20	4	3	0	0	0
111179471	2	10	10	0	3	0	0	0
3109003185	2	50	50	3	5	0	0	0
2740950796	2	100	100	5	4	0	2	0
1088666721	1	100	100	0	5	0	0	0
