retry_distribution_report	D:/document/CODE/paper1/storage/retry_analysis_202647_163528.txt

[scheme_summary]
scheme	compare_bandwidth_utilization	static_bandwidth_utilization	signal_count
foundation	0.57085999999999992	0.57085999999999992	100
baseline1	0.57896000000000014	0.57896000000000014	100
baseline2	0.47620800000000041	0.47620800000000041	100
baseline3	0.3480920000000004	0.3473	100

[asil_wcrt_ratio_p95]
scheme	asil	signal_count	avg_wcrt_ratio_p95	max_wcrt_ratio_p95
foundation	A	73	0.0046287123287671239	0.039600000000000003
foundation	B	8	0.0091575000000000007	0.039600000000000003
foundation	C	14	0.0024042857142857138	0.00396
foundation	D	5	0.0018216	0.00396
baseline1	A	73	0.0046287123287671239	0.039600000000000003
baseline1	B	8	0.0091824999999999997	0.039600000000000003
baseline1	C	14	0.0024042857142857138	0.00396
baseline1	D	5	0.0018216	0.00396
baseline2	A	73	0.0046369315068493155	0.039600000000000003
baseline2	B	8	0.0091824999999999997	0.039600000000000003
baseline2	C	14	0.0024185714285714283	0.0041599999999999996
baseline2	D	5	0.0018615999999999997	0.0041599999999999996
baseline3	A	73	0.067584931506849313	0.16239999999999999
baseline3	B	8	0.095669999999999991	0.20200000000000001
baseline3	C	14	0.056023714285714288	0.13939999999999994
baseline3	D	5	0.053392000000000009	0.087520000000000001

[asil_wcrt_ratio_p99]
scheme	asil	signal_count	avg_wcrt_ratio_p99	max_wcrt_ratio_p99
foundation	A	73	0.0046287123287671239	0.039600000000000003
foundation	B	8	0.0091575000000000007	0.039600000000000003
foundation	C	14	0.0024042857142857138	0.00396
foundation	D	5	0.0018216	0.00396
baseline1	A	73	0.0046287123287671239	0.039600000000000003
baseline1	B	8	0.0091824999999999997	0.039600000000000003
baseline1	C	14	0.0024042857142857138	0.00396
baseline1	D	5	0.0018216	0.00396
baseline2	A	73	0.0046369315068493155	0.039600000000000003
baseline2	B	8	0.0091824999999999997	0.039600000000000003
baseline2	C	14	0.0024185714285714283	0.0041599999999999996
baseline2	D	5	0.0018615999999999997	0.0041599999999999996
baseline3	A	73	0.067584931506849313	0.16239999999999999
baseline3	B	8	0.095669999999999991	0.20200000000000001
baseline3	C	14	0.056023714285714288	0.13939999999999994
baseline3	D	5	0.053392000000000009	0.087520000000000001

[asil_fault_probability]
scheme	asil	signal_count	avg_fault_probability	max_fault_probability
foundation	A	73	9.1326084126198435e-06	1.1771930710224865e-05
foundation	B	8	1.0694929795143901e-15	1.2222776908536274e-15
foundation	C	14	1.1437908343498795e-15	1.2840085406808104e-15
foundation	D	5	9.9016832267628397e-16	1.2840085406808104e-15
baseline1	A	73	8.2316270526396178e-06	1.1771930710224865e-05
baseline1	B	8	1.246615580208745e-15	1.4169808056945682e-15
baseline1	C	14	1.2222776908536278e-15	1.2222776908536274e-15
baseline1	D	5	1.2222776908536274e-15	1.2222776908536274e-15
baseline2	A	73	8.5245762717109043e-06	1.1771930710224865e-05
baseline2	B	8	1.0150793494278337e-10	1.2615640700448312e-10
baseline2	C	14	7.3490362962979188e-11	1.1431764171001549e-10
baseline2	D	5	1.2612183138218156e-15	1.4169808056945682e-15
baseline3	A	73	9.9850999933940953e-10	3.6443439664253456e-08
baseline3	B	8	4.5554299996650455e-09	3.6443439664253456e-08
baseline3	C	14	5.5511151231257827e-17	2.2204460492503131e-16
baseline3	D	5	4.4408920985006264e-17	2.2204460492503131e-16

[signal_detail]
scheme	code	asil	level	type	period_ms	src_ecu	dst_ecu	p_fault	p_threshold	expected_wcrt_ms	wcrt_p95_ms	wcrt_p99_ms	wcrt_ratio_p95	wcrt_ratio_p99
baseline1	138862700	A	0	0	2	1	3	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.019800000000000002	0.019800000000000002
baseline1	3112775413	A	0	0	2	2	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.019800000000000002	0.019800000000000002
baseline1	481296015	A	0	0	5	5	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00792	0.00792
baseline1	616608204	A	0	0	5	2	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00792	0.00792
baseline1	1855273306	A	0	0	5	1	3	1.2222776908536274e-15	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00792	0.00792
baseline1	2605539265	A	0	1	5	0	4	1.2222776908536274e-15	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00792	0.00792
baseline1	2831306017	A	0	0	5	2	1	1.2222776908536274e-15	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00792	0.00792
baseline1	90687314	A	0	0	10	4	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	430646417	A	0	0	10	0	1	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	606726597	A	0	0	10	0	3	1.2222776908536274e-15	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	1079207767	A	0	0	10	5	2	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	1104588249	A	0	0	10	3	5	1.2222776908536274e-15	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	1327292881	A	0	0	10	0	2	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	1493501194	A	0	1	10	3	2	1.2222776908536274e-15	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	1979378018	A	0	0	10	3	2	1.2222776908536274e-15	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	2085415102	A	0	0	10	2	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	2087437808	A	0	0	10	5	3	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	2131469441	A	0	1	10	3	4	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	2160514721	A	0	0	10	2	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	2427016239	A	0	0	10	1	4	1.4169808056945682e-15	1	0.041599999999999998	0.041599999999999998	0.041599999999999998	0.0041599999999999996	0.0041599999999999996
baseline1	2458310711	A	0	0	10	4	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	2467795535	A	0	0	10	3	1	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	2566952302	A	0	0	10	1	2	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	2665035971	A	0	0	10	1	4	1.4169808056945682e-15	1	0.041599999999999998	0.041599999999999998	0.041599999999999998	0.0041599999999999996	0.0041599999999999996
baseline1	2670193180	A	0	0	10	2	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	3058823173	A	0	0	10	2	1	1.2222776908536274e-15	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	3451794012	A	0	1	10	5	4	1.2222776908536274e-15	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	4102589403	A	0	0	10	4	1	1.2222776908536274e-15	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	4192194994	A	0	0	10	1	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	602293555	A	0	0	20	2	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	825593865	A	0	1	20	2	1	1.2222776908536274e-15	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	827773838	A	0	0	20	0	2	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	1457536629	A	0	0	20	0	4	1.2222776908536274e-15	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	1607129070	A	0	0	20	4	3	1.1771930710224865e-05	1	0.0436	0.0436	0.0436	0.0021800000000000001	0.0021800000000000001
baseline1	1656143697	A	0	1	20	0	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	1671714665	A	0	0	20	3	0	1.2222776908536274e-15	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	1924798388	A	0	1	20	0	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	2055990098	A	0	0	20	2	3	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	2202370351	A	0	1	20	1	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	2256841245	A	0	0	20	1	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	2373408406	A	0	0	20	4	3	1.1771930710224865e-05	1	0.0436	0.0436	0.0436	0.0021800000000000001	0.0021800000000000001
baseline1	2511808317	A	0	0	20	5	2	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	2804269330	A	0	1	20	2	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	3148468367	A	0	0	20	1	4	1.4169808056945682e-15	1	0.041599999999999998	0.041599999999999998	0.041599999999999998	0.0020799999999999998	0.0020799999999999998
baseline1	3468683958	A	0	0	20	4	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	3648524536	A	0	0	20	5	1	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	3808303016	A	0	1	20	5	4	1.2222776908536274e-15	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	3809058744	A	0	1	20	0	2	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	3836442211	A	0	0	20	0	1	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	4098206260	A	0	0	20	4	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	1629435098	A	0	0	50	2	4	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00079200000000000006	0.00079200000000000006
baseline1	2310044414	A	0	0	50	5	3	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00079200000000000006	0.00079200000000000006
baseline1	2389072511	A	0	0	50	2	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00079200000000000006	0.00079200000000000006
baseline1	2947117882	A	0	0	50	2	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00079200000000000006	0.00079200000000000006
baseline1	3896905599	A	0	0	50	5	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00079200000000000006	0.00079200000000000006
baseline1	4245730016	A	0	0	50	3	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00079200000000000006	0.00079200000000000006
baseline1	382446085	A	0	0	100	3	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	1789942364	A	0	0	100	4	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	2143942420	A	0	0	100	2	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	2171161352	A	0	0	100	3	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	2741225372	A	0	0	100	4	2	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	2900853356	A	0	0	100	2	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	3476688662	A	0	0	100	2	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	3498791255	A	0	0	100	5	2	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	3627135396	A	0	0	100	0	4	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	3789796235	A	0	0	100	4	1	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	3930022951	A	0	0	100	2	1	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	3965871639	A	0	0	100	0	1	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	4093382189	A	0	0	100	1	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	4159108369	A	0	0	100	5	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline2	531699918	D	3	0	10	2	1	1.4169808056945682e-15	2.7777777777777781e-14	0.041599999999999998	0.041599999999999998	0.041599999999999998	0.0041599999999999996	0.0041599999999999996
baseline2	220088069	D	3	0	20	2	0	1.2222776908536274e-15	5.5555555555555561e-14	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	272623031	D	3	0	20	0	4	1.2222776908536274e-15	5.5555555555555561e-14	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	3981459150	D	3	1	50	1	3	1.2222776908536274e-15	1.388888888888889e-13	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00079200000000000006	0.00079200000000000006
baseline2	2775437307	D	3	0	100	3	4	1.2222776908536274e-15	2.7777777777777779e-13	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline2	318998251	C	2	0	10	0	4	1.2222776908536274e-15	2.7777777777777779e-13	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	2386547931	C	2	0	10	3	5	1.1431764171001549e-10	2.7777777777777779e-13	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	2783465151	C	2	0	10	4	2	1.1431764171001549e-10	2.7777777777777779e-13	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	3511932383	C	2	0	10	2	1	1.4169808056945682e-15	2.7777777777777779e-13	0.041599999999999998	0.041599999999999998	0.041599999999999998	0.0041599999999999996	0.0041599999999999996
baseline2	3586730588	C	2	0	10	5	4	1.1431764171001549e-10	2.7777777777777779e-13	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	3787046653	C	2	0	10	1	3	1.1431764171001549e-10	2.7777777777777779e-13	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	1293951024	C	2	0	20	3	0	1.1431764171001549e-10	5.5555555555555559e-13	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	2050449613	C	2	0	20	2	0	1.2222776908536274e-15	5.5555555555555559e-13	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	2113123330	C	2	0	20	4	1	1.1431764171001549e-10	5.5555555555555559e-13	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	3631772853	C	2	0	20	4	1	1.1431764171001549e-10	5.5555555555555559e-13	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	1148273821	C	2	0	50	1	3	1.2222776908536274e-15	1.3888888888888889e-12	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00079200000000000006	0.00079200000000000006
baseline2	2004297814	C	2	1	100	0	5	1.1431764171001549e-10	2.7777777777777777e-12	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline2	2854759111	C	2	0	100	1	5	1.1431764171001549e-10	2.7777777777777777e-12	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline2	2925594752	C	2	0	100	3	4	1.2222776908536274e-15	2.7777777777777777e-12	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline2	115570613	B	1	0	1	3	5	1.1431764171001549e-10	2.7777777777777774e-14	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.039600000000000003
baseline2	39748927	B	1	0	5	2	3	1.1431764171001549e-10	1.388888888888889e-13	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00792	0.00792
baseline2	2337449709	B	1	1	5	1	3	1.1431764171001549e-10	1.388888888888889e-13	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00792	0.00792
baseline2	535246013	B	1	0	10	0	3	1.1431764171001549e-10	2.7777777777777779e-13	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	2027134612	B	1	0	10	2	4	1.1431764171001549e-10	2.7777777777777779e-13	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	2636988833	B	1	0	10	1	4	1.2615640700448312e-10	2.7777777777777779e-13	0.041599999999999998	0.041599999999999998	0.041599999999999998	0.0041599999999999996	0.0041599999999999996
baseline2	2715424368	B	1	0	10	3	2	1.1431764171001549e-10	2.7777777777777779e-13	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	2000966795	B	1	0	20	2	0	1.2222776908536274e-15	5.5555555555555559e-13	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	3079758100	A	0	0	1	5	2	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.039600000000000003
baseline2	3889627212	A	0	0	1	1	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.039600000000000003
baseline2	4085120209	A	0	0	1	2	4	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.039600000000000003
baseline2	138862700	A	0	0	2	1	3	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.019800000000000002	0.019800000000000002
baseline2	3112775413	A	0	0	2	2	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.019800000000000002	0.019800000000000002
baseline2	481296015	A	0	0	5	5	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00792	0.00792
baseline2	616608204	A	0	0	5	2	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00792	0.00792
baseline2	1855273306	A	0	0	5	1	3	1.1431764171001549e-10	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00792	0.00792
baseline2	2605539265	A	0	1	5	0	4	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00792	0.00792
baseline2	2831306017	A	0	0	5	2	1	1.4169808056945682e-15	1	0.041599999999999998	0.041599999999999998	0.041599999999999998	0.0083199999999999993	0.0083199999999999993
baseline2	90687314	A	0	0	10	4	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	430646417	A	0	0	10	0	1	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	606726597	A	0	0	10	0	3	1.1431764171001549e-10	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	1079207767	A	0	0	10	5	2	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	1104588249	A	0	0	10	3	5	1.1431764171001549e-10	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	1327292881	A	0	0	10	0	2	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	1493501194	A	0	1	10	3	2	1.1431764171001549e-10	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	1979378018	A	0	0	10	3	2	1.1431764171001549e-10	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	2085415102	A	0	0	10	2	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	2087437808	A	0	0	10	5	3	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	2131469441	A	0	1	10	3	4	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	2160514721	A	0	0	10	2	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	2427016239	A	0	0	10	1	4	1.2615640700448312e-10	1	0.041599999999999998	0.041599999999999998	0.041599999999999998	0.0041599999999999996	0.0041599999999999996
baseline2	2458310711	A	0	0	10	4	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	2467795535	A	0	0	10	3	1	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	2566952302	A	0	0	10	1	2	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	2665035971	A	0	0	10	1	4	1.2615640700448312e-10	1	0.041599999999999998	0.041599999999999998	0.041599999999999998	0.0041599999999999996	0.0041599999999999996
baseline2	2670193180	A	0	0	10	2	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	3058823173	A	0	0	10	2	1	1.4169808056945682e-15	1	0.041599999999999998	0.041599999999999998	0.041599999999999998	0.0041599999999999996	0.0041599999999999996
baseline2	3451794012	A	0	1	10	5	4	1.1431764171001549e-10	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	4102589403	A	0	0	10	4	1	1.1431764171001549e-10	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	4192194994	A	0	0	10	1	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline2	602293555	A	0	0	20	2	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	825593865	A	0	1	20	2	1	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	827773838	A	0	0	20	0	2	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	1457536629	A	0	0	20	0	4	1.2222776908536274e-15	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	1607129070	A	0	0	20	4	3	1.1771930710224865e-05	1	0.0436	0.0436	0.0436	0.0021800000000000001	0.0021800000000000001
baseline2	1656143697	A	0	1	20	0	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	1671714665	A	0	0	20	3	0	1.1431764171001549e-10	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	1924798388	A	0	1	20	0	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	2055990098	A	0	0	20	2	3	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	2202370351	A	0	1	20	1	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	2256841245	A	0	0	20	1	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	2373408406	A	0	0	20	4	3	1.1771930710224865e-05	1	0.0436	0.0436	0.0436	0.0021800000000000001	0.0021800000000000001
baseline2	2511808317	A	0	0	20	5	2	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	2804269330	A	0	1	20	2	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	3148468367	A	0	0	20	1	4	1.2615640700448312e-10	1	0.041599999999999998	0.041599999999999998	0.041599999999999998	0.0020799999999999998	0.0020799999999999998
baseline2	3468683958	A	0	0	20	4	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	3648524536	A	0	0	20	5	1	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	3808303016	A	0	1	20	5	4	1.1431764171001549e-10	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	3809058744	A	0	1	20	0	2	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	3836442211	A	0	0	20	0	1	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	4098206260	A	0	0	20	4	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline2	1629435098	A	0	0	50	2	4	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00079200000000000006	0.00079200000000000006
baseline2	2310044414	A	0	0	50	5	3	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00079200000000000006	0.00079200000000000006
baseline2	2389072511	A	0	0	50	2	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00079200000000000006	0.00079200000000000006
baseline2	2947117882	A	0	0	50	2	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00079200000000000006	0.00079200000000000006
baseline2	3896905599	A	0	0	50	5	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00079200000000000006	0.00079200000000000006
baseline2	4245730016	A	0	0	50	3	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00079200000000000006	0.00079200000000000006
baseline2	382446085	A	0	0	100	3	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
