code	data_size	period	deadline	src_ecu	dst_ecu	offset	level	type
8336920001340605062	1	50	50	2	1	0	0	0
16014905852376306394	1	2	2	2	0	0	0	0
4608294383933444509	2	10	10	1	0	0	0	0
7265647598924913728	2	20	20	2	1	0	0	0
11254326835652978538	1	20	20	1	2	0	0	0
7768972349072700392	2	10	10	0	1	0	0	1
15515736627096304513	2	100	100	2	0	0	2	0
8846456787788853499	2	10	10	0	1	0	0	0
17381193525147723834	2	100	100	2	1	0	0	0
8238522123187986922	2	20	20	1	2	0	3	0
9858739969753056628	1	10	10	1	0	0	0	0
9978777674870392361	2	10	10	0	2	0	2	0
1962696743762286176	2	10	10	1	2	0	0	0
15267057272276190640	2	100	100	0	2	0	0	0
4400465768841093743	1	20	20	2	0	0	0	0
7333738877633064982	2	10	10	0	2	0	0	1
8100609914285418051	2	10	10	1	2	0	0	0
15862139485466325639	1	100	100	2	1	0	0	0
13732927254635212826	2	100	100	2	1	0	0	0
14776614317305305990	1	2	2	2	1	0	1	0
14377546172779704659	4	10	10	0	2	0	0	1
8355182404520207097	2	10	10	2	1	0	0	1
15831305047962510180	1	10	10	1	2	0	0	0
566285097799922868	2	20	20	2	1	0	0	0
2054852250867874938	4	20	20	1	0	0	0	0
4430202083776262843	2	100	100	1	2	0	0	0
6883365437601807164	4	10	10	0	2	0	0	0
8305958782421372948	2	10	10	2	0	0	0	0
3907493325797567866	1	10	10	2	0	0	0	0
13796335099276124232	2	10	10	1	0	0	0	0
4477617783031695151	1	1	1	2	0	0	0	0
14472548691651066069	1	100	100	0	2	0	0	0
16176424112396486500	2	1	1	1	2	0	0	0
7896168823242756043	1	10	10	1	0	0	0	1
9614333679286413851	1	2	2	0	2	0	0	0
6661679286448655942	1	10	10	1	0	0	0	0
4390007379839724312	2	10	10	0	2	0	3	0
3687633485120760335	1	100	100	2	0	0	0	0
11636154296567220867	1	20	20	2	0	0	0	0
7955801314134400636	2	20	20	0	2	0	0	0
310984111169679118	2	20	20	2	0	0	0	0
13056846817680982540	2	10	10	2	0	0	0	0
14830548925767958010	2	10	10	0	2	0	2	0
547034892317938823	1	10	10	2	1	0	1	1
4532544920877624890	1	5	5	1	0	0	1	0
17961238551261839964	2	20	20	1	0	0	0	0
13083074335017391700	1	20	20	1	0	0	2	0
12856362249246393880	2	20	20	2	0	0	2	1
14098331652358128124	2	20	20	2	1	0	0	0
11702662359172670541	2	20	20	2	1	0	1	0
4421810618491867110	1	10	10	1	2	0	0	0
17982989124512201300	2	10	10	2	1	0	0	0
17233550296374909134	4	20	20	1	0	0	0	0
8689487756054228714	4	10	10	1	0	0	0	0
12214272245122202453	2	1	1	0	1	0	3	1
7208457546801032921	1	100	100	2	1	0	0	0
2956002933737366917	2	20	20	1	2	0	0	0
6702061717908025918	1	10	10	0	1	0	0	1
9681813681144053547	2	100	100	0	2	0	3	0
4604051028082963458	2	10	10	2	1	0	0	0
13082173737473338458	1	100	100	2	0	0	0	0
10562181305458032273	2	20	20	2	0	0	1	0
17838332337428504074	2	10	10	2	0	0	2	1
3407598852567926546	1	50	50	2	0	0	0	0
1145403516542472682	2	20	20	1	0	0	0	0
7677673631830779799	2	100	100	1	2	0	0	1
8146548787514571199	2	1	1	2	0	0	0	1
16143606616323208358	2	10	10	1	0	0	1	0
17972522077571447545	1	20	20	0	2	0	0	1
1121090885677113718	2	20	20	2	1	0	0	0
14092816315102410041	2	20	20	1	2	0	0	0
10824243594741962538	2	10	10	0	2	0	2	0
6476936699241698739	1	20	20	0	1	0	0	0
2152008793229609025	1	10	10	2	0	0	1	0
17917922966687982935	2	100	100	0	2	0	2	1
