code	data_size	period	deadline	src_ecu	dst_ecu	offset	level	type
3813316019173596222	2	100	100	1	4	0	0	0
6093078111724831452	2	20	20	2	5	0	0	0
16070779937169116865	1	10	10	2	4	0	0	0
7731014996335031888	2	20	20	2	1	0	0	0
3701172674074812016	2	10	10	4	0	0	2	0
9034308353153895581	1	10	10	2	1	0	0	0
1161732364476532615	1	1	1	3	0	0	0	0
2104919589137057499	2	10	10	0	2	0	0	0
10201365457915743456	1	5	5	5	0	0	0	0
7597013053634498443	4	100	100	5	3	0	0	1
3706841091534212400	2	10	10	3	4	0	1	0
5155569601979746092	1	20	20	0	2	0	0	1
7565593305577230723	1	20	20	2	1	0	0	0
7107739717906666118	1	20	20	3	2	0	0	0
7320282353399262588	2	10	10	5	1	0	1	0
2002291218381754346	4	5	5	0	4	0	0	0
4516600026915307927	2	20	20	4	0	0	1	0
2212986327527916315	1	100	100	5	1	0	0	0
714714657422144600	1	100	100	5	1	0	0	0
10767877144104529549	2	100	100	4	1	0	0	0
4384020997784617406	4	10	10	4	0	0	0	0
7384585384878869597	4	20	20	2	5	0	2	0
643308160758830151	2	100	100	1	2	0	0	0
325269852211735613	1	20	20	5	1	0	0	0
8421681016871094516	2	2	2	4	2	0	0	0
2436340375961104808	2	10	10	3	1	0	0	0
15928364413478537755	1	5	5	5	4	0	0	0
298395097724336238	2	10	10	0	5	0	0	0
270339496964192457	2	20	20	3	1	0	0	0
140566187889294205	2	20	20	3	2	0	0	0
11111448064432513092	4	10	10	5	0	0	0	0
18401433050685232514	1	20	20	4	0	0	1	0
5683411700028828126	1	100	100	2	5	0	0	0
9235789862772519371	4	20	20	2	5	0	0	0
9390489544077906485	2	1	1	0	3	0	0	0
16530853431776320444	2	20	20	0	3	0	0	0
144096305850644553	2	100	100	2	5	0	0	0
16134850998103276887	1	10	10	1	5	0	0	1
1157800958120764625	2	20	20	4	1	0	0	0
8961731741043823001	1	20	20	5	3	0	0	0
8608483115489864909	2	100	100	1	4	0	0	1
1004399607729338659	1	10	10	4	3	0	0	0
1380090292214226163	2	20	20	1	4	0	0	0
4849610509338213969	1	10	10	5	1	0	0	0
3904413395186190781	2	10	10	5	4	0	3	0
17752178007087547595	1	5	5	0	5	0	0	0
17458137854850845606	1	10	10	5	0	0	2	0
11289640492956101145	2	5	5	1	3	0	1	0
6898403692347406278	2	100	100	0	5	0	0	0
9990301400724003872	2	10	10	0	3	0	2	0
1684379452422568319	2	20	20	1	5	0	0	0
11170900525488657079	1	10	10	5	1	0	0	0
7075048339122119822	2	100	100	0	5	0	0	0
11379597798642694285	1	20	20	3	1	0	0	0
15921648502163903847	4	10	10	1	5	0	0	0
9775550541094542157	2	20	20	1	3	0	1	0
13875328426015257072	16	20	20	1	0	0	2	0
7805425044572051506	4	2	2	3	1	0	0	0
10999957626352819152	4	100	100	3	4	0	0	0
11018730924929351947	1	100	100	1	4	0	1	0
55703356767933952	2	10	10	4	0	0	0	0
10264330166537273377	4	10	10	5	1	0	0	0
5160184305925471070	2	10	10	2	4	0	0	0
16844969563477731365	1	20	20	2	0	0	0	0
12416232745326709135	2	50	50	0	3	0	0	0
11523380220501124338	2	20	20	2	4	0	0	0
10481496808549146667	4	10	10	4	1	0	0	0
2903136445334486045	1	20	20	5	1	0	0	0
7329899788645651558	2	10	10	2	1	0	0	0
15680393441647276203	2	10	10	0	3	0	0	0
7292703190162150445	2	10	10	5	2	0	0	0
9665734161180598986	1	10	10	3	5	0	0	0
11282170811421110305	2	1	1	2	4	0	2	0
13746844707630526421	1	100	100	5	1	0	0	0
10630223277527397013	1	10	10	1	4	0	0	0
16623292746762251882	2	5	5	1	2	0	0	0
9197230841531750026	1	20	20	0	2	0	1	0
551572260083472452	2	10	10	0	3	0	0	0
1590356382446579497	1	10	10	2	0	0	0	0
5003086292832457877	4	10	10	4	1	0	1	0
2813407256274701330	2	100	100	3	2	0	0	0
8853765894991232201	2	10	10	3	1	0	0	0
7996867564621723536	4	20	20	2	5	0	0	0
6809833233381213000	2	100	100	3	1	0	0	0
8147323874152617301	1	100	100	2	0	0	0	0
8606646014584735266	1	10	10	1	5	0	0	0
3948061953854411443	1	1	1	0	5	0	1	0
7256914398945050342	2	10	10	5	0	0	0	0
8963971413577028534	2	10	10	4	3	0	0	0
11765157611390787099	4	20	20	2	3	0	0	0
15565691621668409385	1	20	20	0	2	0	0	0
5058331183265609923	2	5	5	2	0	0	2	0
9675632813371166463	2	10	10	0	1	0	0	0
10745390431118942808	2	1	1	0	4	0	0	0
164699193862054166	4	100	100	4	3	0	1	0
14021633932417914422	1	100	100	5	4	0	0	0
17975615309911274011	2	10	10	3	2	0	0	0
5385580468764906788	2	20	20	2	1	0	0	0
17715743202248958131	4	20	20	5	4	0	0	1
2626625270251741029	4	20	20	2	4	0	0	0
