code	data_size	period	deadline	src_ecu	dst_ecu	offset	level	type
632080318	4	10	10	0	1	0	0	0
2774964295	2	20	20	4	1	0	0	0
3021848469	1	100	100	4	1	0	0	0
380870882	2	20	20	4	2	0	2	0
3941862296	1	10	10	2	1	0	0	0
3365892961	2	20	20	2	0	0	0	0
777783570	2	10	10	3	0	0	0	0
722301574	2	2	2	0	2	0	0	0
3108420619	1	100	100	0	4	0	0	0
3594396025	2	5	5	2	1	0	0	0
1862983424	1	20	20	3	4	0	0	0
558833606	2	1000	1000	4	2	0	1	0
3836026512	1	100	100	3	4	0	0	0
2226540993	4	10	10	2	0	0	0	0
1675697358	2	20	20	3	1	0	0	0
725634979	4	10	10	1	4	0	2	0
3940112746	2	10	10	0	4	0	0	0
2872016040	2	20	20	1	0	0	0	0
1033978644	1	20	20	0	3	0	0	0
4208418319	16	10	10	2	3	0	0	0
1418841599	1	1	1	1	2	0	3	0
2765688986	1	100	100	3	4	0	3	0
1338006061	4	100	100	1	2	0	3	0
1531337518	2	100	100	3	0	0	0	0
754151379	2	20	20	3	2	0	0	0
4278259502	4	100	100	0	3	0	0	0
4266204693	2	100	100	0	4	0	0	0
3890334756	1	20	20	1	3	0	0	0
2835799985	1	10	10	0	3	0	0	0
410989733	4	20	20	0	4	0	0	0
755436104	8	10	10	1	2	0	0	0
976925096	1	20	20	2	1	0	0	0
3940263819	4	100	100	2	0	0	0	0
1622153590	2	10	10	2	4	0	0	0
837193824	2	5	5	0	2	0	0	0
4133143221	2	10	10	1	3	0	2	0
841112957	1	20	20	0	4	0	0	0
182051987	2	10	10	1	2	0	0	0
2601116477	2	2	2	1	0	0	0	0
4289527649	2	20	20	2	0	0	0	0
3580615575	2	100	100	3	1	0	0	0
393369381	2	20	20	4	0	0	0	0
1369284349	2	1	1	2	0	0	2	0
3324262239	2	20	20	4	0	0	0	0
3338072647	1	10	10	4	2	0	0	0
126624450	2	20	20	2	3	0	0	0
2523972542	2	10	10	4	2	0	0	0
1786303031	2	10	10	3	4	0	2	0
1203372738	1	20	20	2	4	0	0	0
359934341	4	100	100	4	2	0	0	0
1885682970	2	20	20	3	0	0	0	0
1438164919	16	100	100	2	0	0	0	0
3393896276	1	1	1	0	1	0	2	0
2496820916	2	1000	1000	2	4	0	0	0
1584331236	2	50	50	0	3	0	0	0
732200005	2	20	20	1	4	0	0	0
3067527359	2	100	100	0	1	0	1	0
2563790912	1	20	20	0	4	0	0	0
1355932486	1	20	20	3	4	0	0	0
2383091255	1	20	20	1	2	0	1	0
1500970319	2	10	10	3	1	0	0	0
4070237862	2	10	10	4	3	0	0	0
364545316	2	10	10	4	2	0	0	0
4160524051	1	100	100	4	0	0	0	0
1637618298	4	20	20	4	3	0	0	0
1143736230	1	100	100	1	0	0	2	0
1584698890	2	10	10	4	3	0	0	0
1321894147	1	20	20	0	4	0	0	0
307742325	2	100	100	3	1	0	0	0
2487301211	1	10	10	4	3	0	0	0
3888728955	64	10	10	4	0	0	0	0
2829412244	1	10	10	1	0	0	1	0
839154918	1	10	10	4	1	0	1	0
139469433	1	20	20	2	4	0	1	0
3437488894	2	10	10	4	3	0	0	0
970590734	4	10	10	2	4	0	0	0
2568574250	2	100	100	2	1	0	3	0
2944557363	2	100	100	2	4	0	0	0
1257591179	1	100	100	4	2	0	1	0
4166307501	2	50	50	3	1	0	1	0
2240809141	2	20	20	2	4	0	0	0
1342393756	2	20	20	0	4	0	0	0
1059269480	4	2	2	2	1	0	0	0
580490249	1	1	1	2	0	0	0	0
2864112834	2	20	20	1	4	0	0	0
2554114815	2	20	20	3	2	0	2	0
811116866	1	10	10	0	1	0	0	0
1887700182	2	50	50	0	4	0	1	0
845872415	1	20	20	4	3	0	0	0
1888320611	1	20	20	0	3	0	0	0
2407380995	1	10	10	3	2	0	1	0
3749386135	2	20	20	0	1	0	0	0
3317664088	1	100	100	3	0	0	0	0
3488861246	1	2	2	1	0	0	0	0
3507473164	32	1000	1000	4	1	0	1	0
2812610705	2	20	20	4	0	0	0	0
1139060675	2	10	10	2	0	0	2	0
2147674723	2	100	100	1	0	0	2	0
327503577	1	20	20	1	4	0	0	0
722893111	2	1	1	1	0	0	0	0
1504236065	2	100	100	4	1	0	1	0
4250857565	2	5	5	2	1	0	0	0
2686585746	1	2	2	0	2	0	3	0
136883144	2	20	20	0	2	0	2	0
1994167280	2	10	10	0	4	0	0	0
1319307536	2	10	10	2	4	0	0	0
3239999671	1	10	10	3	4	0	0	0
2706253336	2	20	20	3	2	0	0	0
2570186502	4	20	20	2	4	0	0	0
3319591979	2	20	20	0	3	0	3	0
