code	data_size	period	deadline	src_ecu	dst_ecu	offset	level	type
914517128	8	1000	1000	3	4	0	0	0
4258124208	8	2	2	2	1	0	1	0
4068654387	8	20	20	5	1	0	0	0
1399955859	8	20	20	2	3	0	0	0
1183575473	8	100	100	7	3	0	0	0
2015954054	16	20	20	5	7	0	0	0
1659186074	32	1	1	2	0	0	0	0
2286343460	8	20	20	3	7	0	0	0
1341243656	16	20	20	2	3	0	0	0
2512315304	32	10	10	1	7	0	3	0
2686148444	8	100	100	2	6	0	0	0
3094034837	16	100	100	5	6	0	0	0
4175711401	8	2	2	1	0	0	0	0
1584949514	16	10	10	7	6	0	0	0
1470727652	16	10	10	3	5	0	0	0
3053331650	16	20	20	1	2	0	0	0
3435173184	16	20	20	7	3	0	3	0
2911980570	8	100	100	5	3	0	0	0
1991120317	8	5	5	1	0	0	0	0
1934678792	8	20	20	7	4	0	1	0
3142905976	16	10	10	0	1	0	0	0
1677803770	16	20	20	6	5	0	2	0
3928907878	16	10	10	0	3	0	0	0
4148788760	8	100	100	3	1	0	0	0
1809555298	16	100	100	0	5	0	0	0
305948866	16	100	100	4	7	0	0	0
4248120986	32	10	10	0	3	0	2	0
1858146009	8	10	10	4	5	0	1	0
2413056264	32	10	10	6	4	0	0	0
3302966207	16	20	20	6	7	0	0	0
1283008703	8	100	100	0	5	0	0	0
2482419051	16	1	1	0	2	0	0	0
1318073762	16	10	10	0	4	0	0	0
2989570259	16	10	10	6	2	0	2	0
4189422552	16	10	10	6	5	0	0	0
1836761141	16	10	10	0	6	0	0	0
3083537663	16	20	20	1	3	0	0	0
912891538	16	20	20	2	5	0	1	0
1516220021	8	10	10	2	3	0	0	0
978198093	16	10	10	7	6	0	2	0
908165154	32	20	20	1	7	0	0	0
3499746457	16	10	10	0	7	0	0	0
363058853	128	100	100	4	5	0	1	0
2340735616	16	10	10	1	6	0	0	0
3215990629	32	1000	1000	2	7	0	2	0
4016416795	8	50	50	6	7	0	0	0
223772277	8	20	20	3	5	0	0	0
2534812816	16	20	20	1	0	0	0	0
4027514310	16	100	100	7	2	0	0	0
2545118730	8	5	5	0	1	0	0	0
