code	comm_id	data_size	period	deadline	src_ecu	dst_ecu	offset	level	type
1439330875	0	512	100	100	4	0	0	0	0
2761928825	0	32	5	5	2	0	0	3	0
3789262087	0	32	20	20	4	1	0	0	0
3076086585	0	16	2	2	2	0	0	0	0
3513518584	0	16	10	10	3	2	0	0	0
1180241173	0	16	20	20	0	2	0	0	0
3339070755	0	8	100	100	3	2	0	0	0
796520041	0	8	2	2	2	1	0	0	0
1186762434	0	8	10	10	2	4	0	0	0
999597164	0	8	50	50	4	3	0	0	0
3823367932	0	8	100	100	1	3	0	0	0
968757731	0	8	20	20	3	2	0	0	0
2585344982	0	16	100	100	4	3	0	3	0
2082538059	0	32	10	10	0	1	0	0	0
3072775610	0	8	10	10	3	2	0	0	0
3843438422	0	8	10	10	3	0	0	0	0
1112895069	0	16	20	20	2	0	0	0	0
2416212042	0	16	2	2	2	0	0	0	0
58611966	0	16	100	100	4	2	0	0	0
1009191709	0	8	10	10	4	3	0	0	0
2125635391	0	32	1000	1000	3	1	0	0	0
3230404757	0	8	1	1	1	0	0	0	0
4032559608	0	16	20	20	3	1	0	0	0
3372289665	0	8	10	10	0	1	0	0	0
37259142	0	16	20	20	1	2	0	0	0
1338178508	0	16	100	100	4	3	0	0	0
3836086838	0	32	100	100	4	2	0	0	0
4035354378	0	16	20	20	1	2	0	0	0
3817312687	0	16	10	10	3	1	0	0	0
3517323671	0	16	20	20	4	1	0	0	0
2125132426	0	16	1000	1000	1	3	0	0	0
1178076998	0	16	10	10	1	4	0	0	0
1084745125	0	16	100	100	4	0	0	0	0
4075635800	0	16	20	20	3	1	0	0	0
355463387	0	8	1000	1000	0	1	0	0	0
3257863066	0	16	100	100	0	1	0	0	0
3811922664	0	32	10	10	3	0	0	0	0
2643219331	0	32	20	20	4	2	0	0	0
3104699387	0	16	20	20	1	2	0	0	0
656614556	0	16	2	2	1	0	0	0	0
1165270350	0	16	1000	1000	2	1	0	0	0
4233445993	0	16	20	20	4	0	0	0	0
1069275999	0	8	20	20	4	2	0	0	0
2217501079	0	8	1	1	0	2	0	0	0
2792798380	0	16	100	100	2	0	0	0	0
645429130	0	8	20	20	4	3	0	0	0
968636502	0	16	10	10	4	1	0	0	0
3558851218	0	16	100	100	2	3	0	0	0
3901905202	0	256	10	10	2	0	0	0	0
1513240572	0	16	1000	1000	0	3	0	0	0
54594165	0	16	10	10	0	2	0	0	0
1906002200	0	16	2	2	0	2	0	0	0
295489589	0	16	20	20	1	4	0	0	0
2801406082	0	16	20	20	4	3	0	0	0
2150220780	0	8	10	10	3	1	0	0	0
1616145073	0	8	20	20	4	3	0	0	0
3796534252	0	8	20	20	1	4	0	0	0
2829122985	0	16	100	100	0	3	0	0	0
3682660707	0	32	100	100	2	0	0	0	0
2012887006	0	16	10	10	3	2	0	3	0
693378105	0	16	20	20	3	2	0	0	0
3163140522	0	8	20	20	2	0	0	0	0
1573020821	0	8	10	10	0	3	0	0	0
939379313	0	16	20	20	1	0	0	0	0
3783421716	0	16	20	20	4	1	0	0	0
714268000	0	8	10	10	1	3	0	3	0
3741043373	0	8	100	100	1	0	0	0	0
1106724863	0	8	20	20	0	1	0	3	0
544188299	0	16	20	20	2	3	0	0	0
629977936	0	16	10	10	3	0	0	0	0
2421923161	0	8	20	20	4	3	0	0	0
3121192215	0	16	20	20	2	1	0	0	0
2466044438	0	16	10	10	2	1	0	0	0
2324757306	0	16	100	100	4	1	0	0	0
587066568	0	16	50	50	0	3	0	0	0
4238822785	0	16	10	10	0	3	0	0	0
441834395	0	16	20	20	3	2	0	0	0
945227198	0	8	100	100	2	3	0	3	0
374164185	0	16	20	20	0	3	0	0	0
2635105319	0	8	1	1	0	2	0	0	0
3982091714	0	32	1000	1000	1	3	0	0	0
3110663680	0	16	100	100	2	4	0	0	0
1429547800	0	16	10	10	1	2	0	0	0
2310058536	0	16	10	10	4	3	0	0	0
1669998871	0	8	20	20	1	0	0	0	0
163438910	0	16	10	10	4	3	0	0	0
1668930963	0	16	10	10	2	0	0	0	0
641899132	0	16	100	100	2	4	0	0	0
2778365456	0	32	5	5	2	1	0	3	0
724457017	0	16	10	10	2	1	0	0	0
2254158361	0	128	10	10	1	2	0	0	0
3219345062	0	8	10	10	1	2	0	0	0
2146943625	0	32	5	5	0	1	0	0	0
805335524	0	16	10	10	4	1	0	0	0
1480232979	0	16	20	20	2	3	0	0	0
334666326	0	16	10	10	4	3	0	0	0
2056863452	0	16	50	50	0	1	0	0	0
1160374256	0	8	20	20	1	3	0	0	0
1407984239	0	8	100	100	3	1	0	0	0
3174700157	0	16	10	10	4	0	0	0	0
2482688687	0	16	100	100	4	1	0	0	0
934934834	0	32	20	20	0	2	0	0	0
3999554451	0	32	100	100	0	4	0	0	0
2325985142	0	8	100	100	1	2	0	3	0
4061034177	0	8	10	10	0	2	0	0	0
845899490	0	16	10	10	4	0	0	0	0
3253917571	0	16	20	20	0	1	0	0	0
1035917106	0	8	100	100	3	4	0	3	0
2301555326	0	8	20	20	1	0	0	0	0
23687178	0	8	10	10	2	4	0	0	0
1807339180	0	32	50	50	4	2	0	0	0
2450974067	0	8	20	20	0	2	0	0	0
708296576	0	8	1	1	2	0	0	0	0
1989528658	0	8	20	20	2	1	0	3	0
197747915	0	16	20	20	2	3	0	0	0
2154886132	0	8	5	5	2	1	0	0	0
356834665	0	16	100	100	2	0	0	0	0
732302290	0	16	20	20	3	2	0	0	0
4191878560	0	32	100	100	1	4	0	0	0
464699811	0	16	10	10	3	2	0	0	0
2731500932	0	32	10	10	4	3	0	0	0
2143869144	0	128	10	10	3	1	0	0	0
431708401	0	16	20	20	3	1	0	0	0
1238159069	0	16	20	20	4	2	0	0	0
3793628791	0	16	20	20	2	0	0	0	0
3942281994	0	64	100	100	0	1	0	0	0
1269225411	0	32	10	10	1	0	0	1	0
3870410693	0	16	10	10	4	1	0	1	0
3548599848	0	8	1	1	2	0	0	1	0
2695474611	0	8	10	10	2	4	0	1	0
3502922384	0	8	10	10	1	4	0	1	0
1979043743	0	8	100	100	4	0	0	1	0
3798643846	0	8	100	100	1	3	0	1	0
4218753849	0	16	5	5	1	2	0	1	0
2228940895	0	8	20	20	4	2	0	1	0
3189569685	0	16	10	10	4	0	0	1	0
3955356374	0	8	1	1	2	1	0	1	0
1678437419	0	8	100	100	0	4	0	1	0
2464124282	0	16	1000	1000	3	0	0	1	0
588336909	0	8	20	20	3	2	0	1	0
3363494398	0	16	100	100	0	1	0	1	0
1842534575	0	8	10	10	2	1	0	2	0
3200421655	0	16	10	10	0	2	0	2	0
3885818738	0	8	10	10	4	1	0	2	0
1341599837	0	32	10	10	4	0	0	2	0
1459746673	0	8	20	20	4	0	0	2	0
3399873283	0	8	10	10	2	0	0	2	0
812794299	0	8	20	20	3	0	0	2	0
800686274	0	32	20	20	0	2	0	2	0
2167091068	0	16	10	10	0	1	0	2	0
