code	comm_id	data_size	period	deadline	src_ecu	dst_ecu	offset	level	type
1045125151	0	32	10	10	9	2	0	0	0
4266144005	0	32	10	10	11	1	0	0	0
4114684567	0	32	100	100	11	3	0	0	0
1554096378	0	16	10	10	7	6	0	2	0
738403137	0	16	10	10	9	7	0	0	0
436522146	0	16	1000	1000	5	0	0	1	0
3069802789	0	8	100	100	7	1	0	0	0
639098129	0	16	100	100	5	6	0	0	0
2945432961	0	16	10	10	11	7	0	0	0
1010671419	0	8	50	50	0	3	0	1	0
4067457727	0	16	50	50	11	2	0	1	0
2990569597	0	8	100	100	8	4	0	2	1
777528301	0	8	10	10	2	1	0	0	0
1795972023	0	16	100	100	7	3	0	0	0
2703635235	0	16	2	2	1	2	0	0	0
2743997522	0	16	100	100	5	3	0	2	0
3014768796	0	16	20	20	5	3	0	0	0
978203310	0	16	1000	1000	3	1	0	0	0
3804505208	0	8	100	100	0	9	0	3	0
1308796316	0	16	10	10	5	1	0	0	0
3109484014	0	256	10	10	2	8	0	2	0
2572509930	0	16	100	100	0	2	0	0	0
1980921485	0	16	20	20	6	0	0	2	0
464594726	0	8	10	10	11	1	0	1	0
840060508	0	16	5	5	1	0	0	0	0
876055415	0	16	1000	1000	8	7	0	0	0
3491173647	0	16	10	10	2	5	0	0	0
1247622463	0	32	100	100	4	6	0	0	0
4174747061	0	8	5	5	1	0	0	0	0
446063343	0	8	1000	1000	9	7	0	2	0
948986921	0	8	20	20	7	0	0	2	0
3097370711	0	8	50	50	9	11	0	0	0
3019847373	0	16	100	100	0	3	0	0	0
3803429284	0	16	10	10	0	1	0	0	0
3131616460	0	16	1	1	0	2	0	0	0
714881752	0	8	100	100	3	1	0	1	0
4256996652	0	16	5	5	1	2	0	0	0
1612188632	0	16	10	10	4	5	0	0	0
2575622981	0	16	10	10	9	7	0	0	0
4114932202	0	16	20	20	8	3	0	0	0
686767567	0	16	10	10	6	2	0	0	0
420538221	0	8	10	10	1	9	0	0	0
3984966847	0	8	20	20	11	3	0	0	0
449423710	0	8	10	10	4	7	0	1	0
614488666	0	16	20	20	1	8	0	0	0
1000863731	0	16	1	1	1	2	0	2	0
4120073487	0	16	1000	1000	9	2	0	0	0
3585999931	0	16	20	20	11	8	0	0	0
2930329207	0	8	20	20	11	1	0	2	0
1694774338	0	8	20	20	8	9	0	0	0
1767242026	0	32	1000	1000	3	11	0	0	0
201459728	0	32	20	20	4	6	0	0	0
3173800806	0	8	10	10	7	5	0	0	0
2620380644	0	8	10	10	8	10	0	0	0
1120384301	0	16	20	20	8	2	0	0	0
1844823235	0	32	10	10	5	2	0	0	0
883748292	0	16	10	10	9	6	0	0	0
2155046344	0	32	20	20	0	4	0	0	0
3195848103	0	32	10	10	0	4	0	0	0
2460317821	0	16	10	10	9	6	0	0	0
2355609633	0	16	100	100	1	4	0	0	0
1873209076	0	32	20	20	5	6	0	0	0
97653184	0	16	100	100	9	3	0	0	0
3885034822	0	8	100	100	1	2	0	0	0
2337248252	0	16	20	20	10	1	0	0	0
1684865174	0	8	20	20	7	8	0	1	0
4214358494	0	8	10	10	8	4	0	0	0
1334382607	0	16	20	20	11	6	0	0	0
182678069	0	8	100	100	4	10	0	0	0
1930186625	0	8	10	10	10	4	0	0	0
3263465338	0	8	1000	1000	9	4	0	0	0
1681067891	0	16	20	20	6	2	0	0	0
1366454257	0	8	100	100	4	8	0	0	0
4177932532	0	16	10	10	2	11	0	0	0
271859700	0	16	100	100	11	2	0	0	0
2874608111	0	16	10	10	10	3	0	0	0
2713697967	0	8	10	10	2	5	0	0	0
3623307412	0	8	100	100	6	4	0	3	0
4238542206	0	16	20	20	6	8	0	0	0
40292956	0	8	100	100	7	5	0	0	0
4027437355	0	16	20	20	3	7	0	2	0
892244054	0	8	10	10	3	2	0	0	0
3273598986	0	8	1	1	1	2	0	2	0
2822409765	0	16	50	50	7	5	0	0	0
3880289329	0	8	1	1	0	2	0	0	0
3107770905	0	16	1	1	2	0	0	3	0
3130625802	0	16	20	20	10	11	0	0	0
2920012045	0	128	20	20	6	7	0	2	0
2367779046	0	16	50	50	9	11	0	1	0
3437794877	0	8	20	20	7	1	0	0	0
1309320797	0	32	10	10	4	5	0	0	0
3553982120	0	8	20	20	11	6	0	0	0
3064950119	0	8	10	10	6	5	0	1	0
885002569	0	16	1	1	0	2	0	0	0
3538789987	0	32	20	20	11	6	0	3	0
3753329754	0	16	5	5	2	0	0	0	0
2425606326	0	16	20	20	11	4	0	0	0
352199821	0	8	10	10	6	10	0	3	0
402853080	0	8	100	100	7	11	0	1	0
739211865	0	32	10	10	0	11	0	0	0
1940096599	0	8	10	10	3	9	0	0	0
3833018109	0	16	20	20	1	5	0	0	0
3859014552	0	16	10	10	8	6	0	0	0
2586806513	0	8	10	10	7	1	0	0	0
630228551	0	16	10	10	1	8	0	0	0
578428971	0	32	20	20	8	11	0	0	0
282407645	0	16	10	10	0	9	0	0	0
1494758262	0	16	20	20	9	8	0	0	0
3086611484	0	512	10	10	10	3	0	0	0
3311348762	0	8	10	10	9	3	0	0	0
994388132	0	16	10	10	2	6	0	0	1
3166084664	0	8	2	2	0	1	0	2	0
1812348870	0	16	20	20	9	8	0	0	0
734172989	0	16	10	10	1	4	0	0	0
1630152497	0	16	20	20	2	6	0	2	0
1315382400	0	16	20	20	2	6	0	2	0
3876326559	0	16	10	10	4	11	0	0	0
2471501096	0	32	10	10	3	0	0	0	0
4268956909	0	32	100	100	3	2	0	0	0
2467623528	0	16	10	10	8	5	0	1	0
1046556903	0	16	20	20	6	7	0	0	0
500614358	0	16	100	100	10	0	0	1	0
2097301783	0	8	20	20	9	8	0	0	0
3417995224	0	8	20	20	10	3	0	2	0
299114391	0	16	5	5	1	2	0	0	0
2335945762	0	16	100	100	10	5	0	0	0
127354754	0	8	20	20	3	0	0	0	0
2777921346	0	32	100	100	2	7	0	0	0
372994968	0	8	10	10	6	7	0	0	0
2030111733	0	32	10	10	10	6	0	0	0
2396195510	0	8	10	10	2	4	0	0	0
4242512900	0	16	10	10	4	9	0	0	0
2799415461	0	16	100	100	6	4	0	1	0
2552880130	0	8	100	100	8	6	0	0	0
1283697718	0	8	20	20	5	2	0	2	0
3603900598	0	8	20	20	2	6	0	0	0
3152756829	0	32	1000	1000	7	1	0	1	0
2609793762	0	8	100	100	6	0	0	0	0
1654957748	0	16	20	20	4	9	0	0	0
3721850963	0	8	1000	1000	6	2	0	0	0
794311908	0	32	20	20	10	8	0	0	0
2476877700	0	16	20	20	4	11	0	0	0
1520214483	0	16	10	10	3	6	0	3	0
2080164943	0	16	100	100	2	6	0	0	0
1324543306	0	8	10	10	2	11	0	0	0
3725042289	0	8	2	2	2	1	0	0	0
3768125204	0	32	20	20	1	4	0	0	0
4172058728	0	16	2	2	1	0	0	0	0
3819731693	0	16	1	1	0	1	0	0	0
1109293559	0	16	10	10	8	5	0	0	0
2510645061	0	16	20	20	4	5	0	0	0
3305410962	0	16	100	100	5	4	0	0	0
1721127168	0	16	50	50	11	10	0	0	0
3537671266	0	16	10	10	10	4	0	0	0
1911654192	0	8	20	20	2	11	0	0	0
3101562239	0	16	100	100	8	10	0	0	0
3210775209	0	32	20	20	5	1	0	0	0
2108777934	0	16	100	100	6	8	0	0	0
3301321451	0	32	100	100	11	8	0	0	0
3188880137	0	8	10	10	0	10	0	0	0
1316116895	0	16	10	10	6	3	0	0	0
318825160	0	128	100	100	11	5	0	0	0
616818484	0	16	20	20	9	10	0	0	0
2809619105	0	8	20	20	3	9	0	0	0
2628745066	0	16	20	20	5	11	0	3	0
274374117	0	16	10	10	7	0	0	0	0
3089114984	0	8	20	20	6	2	0	2	0
2487222531	0	8	10	10	0	4	0	0	0
1734179685	0	16	20	20	6	11	0	0	0
2576242980	0	8	1000	1000	5	9	0	0	0
468018405	0	32	10	10	7	3	0	0	0
46970126	0	8	100	100	7	8	0	0	0
2737320097	0	8	20	20	10	4	0	1	0
2855003290	0	64	5	5	1	2	0	0	0
415819499	0	8	100	100	5	9	0	2	0
3112126405	0	16	20	20	4	3	0	3	0
2532186930	0	16	10	10	6	9	0	1	0
3010132635	0	16	1	1	0	2	0	0	0
1717028207	0	8	20	20	11	5	0	0	0
1917411987	0	16	2	2	0	2	0	0	0
1973916159	0	16	20	20	7	2	0	0	0
81029586	0	8	20	20	9	3	0	0	0
3386620433	0	16	100	100	5	2	0	3	0
2149094793	0	16	10	10	10	8	0	1	0
2233346719	0	16	10	10	0	7	0	0	0
1649821437	0	64	100	100	3	5	0	0	0
