code	data_size	period	deadline	src_ecu	dst_ecu	offset	level	type
2960703628	1	20	20	4	2	0	0	0
3945316026	2	10	10	3	1	0	0	0
962157497	1	10	10	0	2	0	0	0
2298229775	1	10	10	1	3	0	0	0
1791251958	2	20	20	3	1	0	0	0
3584554501	2	10	10	3	1	0	0	0
2687818630	2	10	10	1	2	0	2	0
1803579091	2	50	50	0	1	0	0	0
2775259012	1	10	10	0	1	0	0	0
241121462	1	2	2	2	1	0	0	0
248051106	1	10	10	0	2	0	0	0
3109183503	2	10	10	3	4	0	0	0
857589171	1	10	10	1	2	0	1	0
875140066	2	1000	1000	2	3	0	1	0
3981033114	2	10	10	4	1	0	0	0
1939185084	1	2	2	0	2	0	0	0
3503747594	2	20	20	1	4	0	1	0
510498719	2	20	20	3	1	0	0	0
857154335	1	50	50	0	1	0	1	0
1845067981	2	20	20	4	1	0	0	0
738469127	2	100	100	3	2	0	0	0
1447747057	1	1000	1000	0	3	0	0	0
979775552	2	100	100	2	1	0	2	0
446559149	2	100	100	4	0	0	1	0
622349998	2	20	20	1	2	0	0	0
236933212	2	1	1	2	0	0	0	0
1381316959	1	100	100	2	1	0	0	0
2955363408	1	10	10	2	0	0	0	0
3826923224	4	20	20	0	1	0	1	0
1960064087	2	100	100	3	2	0	0	0
1895530234	2	20	20	2	0	0	2	0
380660066	2	10	10	1	4	0	0	0
3353728353	1	10	10	0	4	0	0	0
1593999816	2	20	20	2	0	0	0	0
4159365469	4	100	100	0	3	0	2	0
3377385716	2	20	20	3	0	0	0	0
1580954714	2	10	10	4	1	0	0	0
2677345913	2	10	10	1	2	0	0	0
1450328905	1	1	1	1	2	0	0	0
3174670948	2	10	10	0	1	0	0	0
2468241943	1	1000	1000	3	4	0	1	0
1951255390	1	10	10	1	4	0	2	0
262243356	1	20	20	2	3	0	0	0
2247572251	2	10	10	1	3	0	3	0
914835979	2	100	100	4	3	0	0	0
2933888928	2	10	10	4	3	0	0	0
1535838558	2	10	10	1	3	0	1	0
1503423020	4	5	5	0	1	0	1	0
1975175202	2	20	20	2	4	0	3	1
513197783	1	1000	1000	2	4	0	0	0
4253266261	4	100	100	2	0	0	1	0
1931591379	4	50	50	0	2	0	0	0
3736147207	1	20	20	0	3	0	0	0
2109768628	2	20	20	1	2	0	2	0
139588143	1	20	20	2	4	0	0	0
3444770716	2	20	20	3	1	0	0	0
204985818	1	20	20	2	3	0	0	0
131839363	2	1000	1000	4	3	0	0	0
437557777	1	10	10	3	4	0	0	0
3364963245	1	100	100	2	3	0	0	0
2026937620	2	1000	1000	1	4	0	0	0
3128096818	4	10	10	1	2	0	0	0
4283008771	1	5	5	2	1	0	0	0
3322730216	2	20	20	0	2	0	0	0
51553564	2	20	20	0	4	0	0	0
2124831231	2	20	20	3	1	0	1	0
1136231421	2	20	20	1	2	0	0	0
276820708	1	10	10	0	4	0	0	0
2594732777	16	5	5	0	2	0	2	0
23669719	1	50	50	2	1	0	0	0
1104110589	2	1000	1000	2	4	0	0	0
3768641619	2	100	100	2	1	0	0	0
7259345	2	2	2	2	0	0	0	0
1764662232	1	20	20	3	0	0	0	0
