code	comm_id	data_size	period	deadline	src_ecu	dst_ecu	offset	level	type
2317332817	0	16	10	10	3	4	0	0	0
357961490	0	8	10	10	1	3	0	0	0
2762968213	0	16	10	10	1	0	0	2	0
349163772	0	16	10	10	0	2	0	0	0
4205691233	0	16	10	10	4	0	0	2	0
3757511526	0	8	50	50	4	0	0	0	0
1043981137	0	8	10	10	3	4	0	2	0
3531797278	0	16	50	50	3	0	0	2	0
4260008632	0	8	100	100	3	1	0	0	0
3621520063	0	16	100	100	4	3	0	0	0
1756028952	0	32	10	10	1	4	0	0	0
2393852731	0	16	10	10	1	0	0	2	0
2868749980	0	16	10	10	4	2	0	0	0
667517445	0	16	10	10	2	0	0	0	0
816563432	0	16	20	20	4	1	0	0	0
3905152848	0	32	1	1	1	0	0	0	0
400057376	0	8	100	100	1	4	0	0	0
574491195	0	16	10	10	2	1	0	1	0
4220995980	0	16	100	100	0	3	0	0	0
3981607195	0	16	20	20	2	3	0	0	0
516785894	0	16	100	100	4	2	0	0	0
1197817620	0	8	10	10	0	3	0	0	0
2457187333	0	16	10	10	3	1	0	2	0
626067423	0	8	10	10	1	0	0	0	0
75052638	0	128	20	20	1	0	0	3	0
3424089650	0	8	20	20	2	4	0	0	0
1220137915	0	16	20	20	1	4	0	0	0
451429217	0	128	20	20	1	4	0	0	0
1446913555	0	64	100	100	3	0	0	1	0
3313614124	0	16	1000	1000	0	1	0	0	0
1034375989	0	32	100	100	4	3	0	0	0
2135169068	0	16	10	10	0	2	0	1	0
3741864789	0	16	10	10	0	3	0	0	0
2573357145	0	8	100	100	1	3	0	0	0
2627616954	0	16	20	20	3	1	0	0	0
1981527732	0	8	5	5	1	2	0	0	0
3571002281	0	8	20	20	1	0	0	0	0
3016375423	0	16	10	10	3	2	0	0	0
423747498	0	8	20	20	4	1	0	1	0
842902819	0	16	50	50	2	0	0	0	0
3099133779	0	8	20	20	0	2	0	1	0
4129139413	0	8	100	100	2	1	0	1	0
3776770374	0	16	20	20	2	4	0	0	0
1462127433	0	8	20	20	4	3	0	0	0
3277148581	0	8	100	100	3	0	0	0	0
2380506522	0	16	10	10	4	3	0	1	0
4183343989	0	16	20	20	3	1	0	0	0
2807471462	0	16	20	20	4	0	0	0	0
3238007911	0	8	5	5	0	1	0	0	0
3794848660	0	32	20	20	3	0	0	0	0
3144187494	0	16	2	2	0	2	0	0	0
2315335949	0	16	20	20	4	3	0	3	0
3176576122	0	8	10	10	0	2	0	3	0
3260271534	0	16	20	20	1	0	0	2	0
3562485708	0	32	10	10	0	3	0	0	0
1002167691	0	8	10	10	4	3	0	0	0
3915762671	0	16	20	20	0	1	0	0	0
30077686	0	8	20	20	1	0	0	0	0
3204254562	0	16	2	2	2	0	0	0	0
2332248287	0	8	10	10	3	4	0	0	0
3802851557	0	8	10	10	4	3	0	1	0
1028136697	0	8	10	10	1	4	0	1	0
2390511581	0	8	1	1	2	1	0	0	0
985917261	0	16	10	10	4	3	0	0	0
3355049087	0	32	10	10	0	2	0	0	0
3489987053	0	16	20	20	0	4	0	0	0
2008290148	0	16	100	100	2	1	0	0	0
1992132509	0	16	10	10	4	2	0	0	0
2113303425	0	16	10	10	4	3	0	0	0
3633497751	0	32	10	10	4	3	0	0	0
813816232	0	8	100	100	2	3	0	0	0
4131994857	0	8	10	10	2	3	0	0	0
1301445692	0	32	10	10	4	0	0	1	0
2198844482	0	32	100	100	4	1	0	0	0
2820719283	0	8	1000	1000	1	2	0	0	0
1592276394	0	8	10	10	1	3	0	0	0
851213003	0	16	10	10	0	4	0	0	1
298881219	0	8	10	10	1	0	0	0	0
1318887664	0	16	2	2	1	0	0	0	0
4091567322	0	16	20	20	2	4	0	0	0
549795782	0	16	100	100	3	2	0	0	0
1125525532	0	16	20	20	2	1	0	0	0
4004205076	0	8	20	20	4	1	0	0	0
1028305931	0	16	20	20	2	4	0	3	0
1088456994	0	32	20	20	4	0	0	3	0
3885244851	0	8	10	10	4	0	0	0	0
1511944650	0	8	100	100	3	2	0	0	0
678853269	0	8	100	100	1	4	0	0	0
241909517	0	16	1000	1000	0	3	0	0	0
1249352097	0	16	100	100	3	2	0	0	0
212753850	0	16	20	20	1	3	0	0	0
742411681	0	8	10	10	0	4	0	0	0
3648281692	0	16	1000	1000	0	4	0	2	0
3969017451	0	8	20	20	2	0	0	3	0
1462566540	0	32	20	20	1	3	0	1	0
