code	comm_id	data_size	period	deadline	src_ecu	dst_ecu	offset	level	type
1315320538	0	16	100	100	0	3	0	0	0
3449935241	0	8	10	10	4	1	0	0	0
1651048986	0	16	1	1	0	1	0	0	0
3406693108	0	16	10	10	4	3	0	0	0
4281384867	0	8	100	100	4	3	0	0	0
3928025279	0	16	100	100	4	3	0	0	0
1569556454	0	8	10	10	1	0	0	0	0
3063424136	0	8	100	100	1	0	0	0	0
1482111331	0	8	20	20	4	1	0	0	0
2818420674	0	16	10	10	2	3	0	0	0
886148883	0	8	100	100	0	2	0	2	0
1682059609	0	8	10	10	0	1	0	0	0
3648356026	0	16	10	10	3	1	0	0	0
331802138	0	8	20	20	2	4	0	0	0
4053817363	0	16	100	100	2	4	0	0	0
2335745884	0	16	10	10	2	0	0	0	0
935144277	0	16	20	20	1	3	0	0	0
1612416949	0	16	20	20	3	1	0	0	0
139879233	0	32	50	50	4	1	0	0	0
2983849099	0	8	5	5	2	1	0	0	0
2214147015	0	8	10	10	2	0	0	0	0
469633787	0	8	20	20	1	0	0	0	0
2566777191	0	8	10	10	0	4	0	3	0
4108484757	0	16	20	20	3	1	0	2	0
2809151428	0	8	20	20	4	3	0	0	1
929478306	0	16	20	20	1	3	0	3	0
135904825	0	8	1000	1000	2	4	0	0	0
1127143848	0	16	1	1	0	1	0	1	0
1744490381	0	8	20	20	0	3	0	0	0
2696020267	0	64	5	5	0	2	0	2	0
3650570466	0	128	100	100	3	2	0	0	0
2287163102	0	16	20	20	1	4	0	0	0
2364004740	0	16	1	1	2	1	0	0	0
2548325676	0	32	10	10	2	4	0	0	0
392826668	0	16	20	20	1	0	0	0	0
22289367	0	16	100	100	4	1	0	0	0
846833699	0	16	20	20	0	4	0	0	0
401850469	0	32	1	1	2	1	0	0	0
1365373790	0	16	20	20	4	3	0	0	0
2242938675	0	8	20	20	0	3	0	0	0
4035940601	0	16	20	20	0	3	0	2	0
1841037696	0	8	20	20	3	1	0	0	0
3511089	0	16	20	20	1	4	0	0	0
2875367413	0	32	50	50	4	0	0	0	0
1775428344	0	16	10	10	4	0	0	0	0
3652385947	0	16	20	20	3	1	0	0	0
3132630635	0	16	20	20	2	3	0	0	0
294549865	0	128	1	1	1	2	0	0	0
821727433	0	16	10	10	2	4	0	0	0
3989429533	0	8	5	5	1	0	0	0	0
4108894915	0	8	20	20	4	3	0	0	0
221643720	0	8	20	20	0	4	0	0	0
2936608695	0	16	100	100	1	0	0	0	0
2413065847	0	8	100	100	1	4	0	1	0
2014519041	0	16	100	100	1	0	0	0	0
1227311118	0	32	10	10	1	2	0	1	0
799992592	0	16	1000	1000	4	2	0	1	0
3752443983	0	8	10	10	4	3	0	0	0
857828571	0	16	10	10	3	1	0	3	0
2065715329	0	8	1000	1000	4	0	0	0	0
3650908670	0	32	10	10	0	2	0	0	0
2800146082	0	16	100	100	2	3	0	0	0
4041011871	0	8	100	100	1	2	0	1	0
1862526117	0	16	20	20	2	3	0	1	0
3551014943	0	16	20	20	4	1	0	0	0
1970933149	0	32	10	10	0	1	0	0	0
1584967524	0	16	20	20	2	1	0	0	0
3074108507	0	8	2	2	2	0	0	0	0
2252447714	0	8	20	20	2	3	0	1	0
750053438	0	8	100	100	1	4	0	2	0
4294247106	0	16	10	10	4	1	0	0	0
874903523	0	32	100	100	2	3	0	0	0
1684440390	0	8	2	2	2	0	0	3	0
511598921	0	16	20	20	1	4	0	2	0
343863228	0	8	100	100	1	0	0	0	0
721876030	0	16	10	10	3	1	0	0	0
3430990658	0	8	100	100	2	3	0	0	0
2472885483	0	8	10	10	3	2	0	2	0
2270300641	0	16	10	10	1	0	0	0	0
2125100691	0	8	100	100	2	4	0	0	0
1966800145	0	16	1	1	0	2	0	0	0
1547225082	0	8	5	5	1	2	0	0	0
4114151117	0	16	20	20	2	1	0	0	0
615966774	0	16	20	20	4	2	0	0	0
3825187119	0	8	10	10	1	0	0	0	0
3607198973	0	8	10	10	1	2	0	0	0
1378313404	0	32	100	100	4	0	0	1	0
1010099076	0	16	2	2	0	2	0	0	0
2701698360	0	8	20	20	2	0	0	0	0
24392307	0	16	20	20	3	4	0	3	0
2064201996	0	16	100	100	1	4	0	1	0
3018734125	0	8	50	50	4	1	0	0	0
453991640	0	32	10	10	3	1	0	0	0
3368667600	0	16	10	10	2	4	0	2	0
326774632	0	16	20	20	1	4	0	0	0
2893494687	0	16	20	20	3	1	0	0	0
162754332	0	16	100	100	3	0	0	2	0
433068079	0	16	100	100	1	2	0	1	0
1401719536	0	16	20	20	1	2	0	0	0
3137028256	0	8	10	10	1	0	0	1	0
3618379318	0	32	10	10	4	3	0	0	0
816790423	0	32	1000	1000	2	3	0	0	0
2936098262	0	16	10	10	1	4	0	1	0
3358848924	0	16	10	10	1	2	0	0	0
766986037	0	8	10	10	1	3	0	0	0
3975646267	0	32	20	20	0	1	0	0	0
460584443	0	32	20	20	0	4	0	3	0
2019518924	0	8	10	10	3	2	0	1	0
4077137224	0	16	20	20	4	0	0	0	0
2910117771	0	16	10	10	0	2	0	0	0
978805266	0	16	100	100	1	0	0	0	0
1485681915	0	16	1000	1000	4	3	0	0	0
2429963929	0	8	10	10	3	2	0	1	0
3004677438	0	8	10	10	2	0	0	0	0
728836566	0	8	2	2	1	0	0	0	0
651960888	0	32	100	100	0	2	0	0	0
385814073	0	8	1000	1000	0	1	0	2	0
