code	comm_id	data_size	period	deadline	src_ecu	dst_ecu	offset	level	type
1148361589	0	16	1000	1000	4	1	0	0	0
3674695305	0	32	100	100	4	1	0	2	0
1836960129	0	16	10	10	1	2	0	0	0
570372079	0	8	1000	1000	3	2	0	0	0
1419525202	0	16	10	10	0	3	0	0	0
195155254	0	8	20	20	0	4	0	0	0
3014446490	0	8	20	20	4	3	0	0	0
1032772881	0	8	20	20	3	2	0	1	0
3771625199	0	16	1000	1000	3	1	0	2	0
4036939510	0	16	100	100	3	4	0	0	0
2327800737	0	16	50	50	4	1	0	0	0
497589564	0	16	100	100	4	1	0	0	0
2753070281	0	8	100	100	0	1	0	0	0
3445424567	0	8	20	20	4	1	0	2	0
471542901	0	16	100	100	1	4	0	0	0
531968677	0	8	10	10	4	3	0	0	0
1664506995	0	64	100	100	4	3	0	0	0
1563613577	0	8	100	100	1	4	0	3	0
1915724088	0	16	10	10	4	3	0	0	0
1577464241	0	8	20	20	2	3	0	0	0
1214837817	0	16	100	100	2	4	0	0	0
3949926687	0	16	1	1	0	2	0	2	0
384730126	0	16	20	20	3	0	0	0	0
2302933339	0	8	100	100	1	4	0	0	0
1360300943	0	8	20	20	2	1	0	0	0
751738198	0	16	20	20	3	4	0	0	0
571383188	0	8	20	20	4	0	0	0	0
102101838	0	8	20	20	0	3	0	1	0
2543630289	0	16	20	20	2	0	0	3	0
4220461207	0	8	10	10	0	1	0	0	0
3054355928	0	32	10	10	4	2	0	0	0
3221747157	0	16	10	10	1	0	0	0	0
3333800407	0	8	20	20	0	4	0	1	0
848223018	0	16	10	10	1	2	0	0	0
46890225	0	128	20	20	2	0	0	0	1
3264396299	0	16	10	10	4	2	0	1	0
939406052	0	16	100	100	3	2	0	0	0
631732679	0	16	10	10	4	1	0	0	0
1930031224	0	8	100	100	4	2	0	2	0
3023254386	0	8	100	100	2	1	0	3	0
2098219554	0	16	20	20	0	2	0	0	0
3274165834	0	16	10	10	2	0	0	1	0
3993062111	0	16	100	100	3	4	0	0	0
1161184304	0	8	2	2	0	2	0	1	0
