code	comm_id	data_size	period	deadline	src_ecu	dst_ecu	offset	level	type
3446561236	0	8	10	10	4	3	0	0	0
762633483	0	16	10	10	0	3	0	0	0
281698987	0	8	20	20	1	4	0	0	0
2608138257	0	16	10	10	3	2	0	0	0
1167251885	0	8	20	20	3	4	0	3	0
858400525	0	8	100	100	0	4	0	0	0
3915543366	0	16	20	20	2	4	0	2	0
2301097743	0	16	50	50	1	0	0	0	0
2943816645	0	16	10	10	1	4	0	0	0
733317883	0	8	5	5	0	2	0	0	0
835603524	0	16	100	100	3	0	0	0	0
1367662413	0	8	10	10	0	3	0	0	0
94384999	0	32	20	20	0	4	0	0	0
296243578	0	16	20	20	3	0	0	0	0
1071912762	0	16	10	10	3	0	0	0	0
3501500166	0	8	10	10	0	3	0	3	0
265617581	0	16	20	20	4	0	0	0	0
3144966567	0	16	20	20	1	4	0	0	0
2626324319	0	16	100	100	0	2	0	0	0
41445891	0	16	20	20	0	1	0	0	0
2714483982	0	32	10	10	1	0	0	0	0
2179660679	0	32	20	20	1	3	0	2	0
1829318291	0	8	20	20	2	1	0	0	0
1281832228	0	8	20	20	3	1	0	0	0
1643527425	0	8	20	20	0	1	0	2	0
1221894985	0	16	1000	1000	4	3	0	0	0
646129291	0	16	100	100	0	4	0	0	0
3465814	0	8	20	20	3	0	0	0	0
1797197345	0	16	100	100	3	4	0	1	0
1357465437	0	16	20	20	1	0	0	0	0
4287283695	0	32	10	10	3	0	0	0	0
3100579172	0	8	1	1	1	2	0	1	0
117467008	0	8	100	100	3	4	0	0	0
2862627684	0	16	20	20	2	1	0	0	0
2185876674	0	8	1	1	0	1	0	0	0
1601831917	0	8	100	100	0	4	0	0	0
2295807838	0	8	10	10	4	0	0	0	0
3885704156	0	32	100	100	3	0	0	0	0
1616536754	0	16	10	10	1	2	0	0	0
2148400861	0	32	20	20	3	2	0	0	0
400553969	0	16	20	20	4	2	0	0	0
144525009	0	16	10	10	4	0	0	0	0
1448361173	0	64	10	10	1	0	0	0	0
2526212996	0	16	10	10	0	2	0	0	0
1331632501	0	8	100	100	0	4	0	0	0
2568444005	0	8	20	20	0	4	0	0	0
414596600	0	16	100	100	2	3	0	0	0
4217383997	0	32	20	20	3	4	0	0	0
1581201573	0	16	20	20	4	0	0	0	0
686911647	0	16	20	20	2	1	0	0	0
2287828128	0	16	10	10	4	0	0	0	0
1107946491	0	16	1000	1000	2	3	0	0	0
