code	comm_id	data_size	period	deadline	src_ecu	dst_ecu	offset	level	type
3273650140	0	8	1000	1000	2	0	0	0	0
907419699	0	8	10	10	2	3	0	0	0
428918445	0	8	100	100	0	2	0	0	0
3146189209	0	32	10	10	2	0	0	0	0
429023262	0	16	100	100	0	3	0	1	0
4062280308	0	8	20	20	2	1	0	0	0
2931067453	0	16	1000	1000	1	0	0	0	0
3452874597	0	32	100	100	2	4	0	2	0
3241904269	0	8	100	100	0	2	0	0	0
3095810862	0	8	2	2	1	2	0	0	0
3140721892	0	512	100	100	1	0	0	0	0
1121051893	0	16	50	50	3	4	0	3	0
1787973404	0	8	10	10	1	4	0	0	0
4034564887	0	32	20	20	2	0	0	1	0
1124809237	0	16	20	20	1	3	0	0	0
2365035813	0	8	10	10	1	3	0	0	0
4076609404	0	8	10	10	3	1	0	2	0
775501749	0	16	20	20	3	0	0	0	0
2343923705	0	8	5	5	1	2	0	1	0
3177210338	0	8	20	20	0	1	0	0	0
218884674	0	16	10	10	1	0	0	0	0
2823324223	0	16	100	100	4	0	0	0	0
447615013	0	8	20	20	1	0	0	0	0
1757422721	0	16	20	20	1	3	0	0	0
3556042204	0	32	10	10	0	2	0	0	0
66026012	0	16	50	50	2	3	0	0	0
2881658997	0	16	10	10	3	2	0	0	0
1633241358	0	16	10	10	2	1	0	1	0
3672425730	0	8	100	100	4	2	0	0	0
1191569617	0	16	100	100	3	2	0	1	0
3175294950	0	8	10	10	2	0	0	0	1
785110169	0	32	10	10	3	2	0	0	0
2046563903	0	128	1000	1000	0	2	0	2	0
55710083	0	8	20	20	3	4	0	0	0
3248743477	0	16	10	10	4	2	0	0	0
1570034286	0	128	10	10	1	0	0	0	0
2226467116	0	16	20	20	2	0	0	0	0
1496177368	0	16	1000	1000	1	0	0	0	0
1353719466	0	32	20	20	1	4	0	1	0
3645270722	0	16	10	10	1	4	0	2	0
3127709131	0	8	100	100	0	4	0	0	0
3719072342	0	16	50	50	1	0	0	0	0
3951895802	0	8	1	1	1	2	0	2	0
1126703868	0	16	100	100	1	2	0	0	0
3510351096	0	16	5	5	2	0	0	0	0
2920626538	0	32	100	100	4	0	0	0	0
3721058740	0	16	100	100	1	4	0	0	0
1811325202	0	8	100	100	3	1	0	0	0
632565921	0	16	10	10	2	1	0	1	0
1809870260	0	8	5	5	1	0	0	0	0
3086807240	0	16	20	20	0	3	0	0	0
874140401	0	16	20	20	3	1	0	0	0
3595890166	0	8	20	20	1	2	0	0	0
4011501532	0	16	20	20	1	3	0	3	0
1930019464	0	8	1	1	2	0	0	0	0
2950260020	0	16	10	10	1	2	0	3	0
680513360	0	8	20	20	2	4	0	2	0
919962605	0	16	100	100	4	1	0	0	0
1140457856	0	8	5	5	0	1	0	0	0
3612697116	0	16	100	100	4	2	0	3	0
1610960666	0	8	100	100	0	1	0	0	0
3317950969	0	16	100	100	2	3	0	0	0
2342848387	0	64	100	100	2	1	0	0	0
186386127	0	16	10	10	4	3	0	2	0
1221460053	0	8	10	10	1	0	0	0	0
2099159098	0	16	10	10	1	4	0	0	0
42830068	0	8	20	20	4	2	0	2	0
760089680	0	16	50	50	2	0	0	0	0
2619900965	0	16	20	20	3	4	0	0	0
642215976	0	8	10	10	0	4	0	0	0
1595669702	0	8	20	20	1	4	0	1	0
2084228998	0	16	1	1	1	2	0	0	0
2224788550	0	16	20	20	1	3	0	0	0
2227755347	0	16	10	10	4	1	0	0	0
1715915844	0	8	1	1	0	1	0	0	0
260798271	0	16	10	10	2	1	0	0	0
1202440087	0	8	10	10	0	2	0	0	0
3038398151	0	16	10	10	0	3	0	2	0
357905847	0	16	100	100	3	4	0	1	0
4238114196	0	8	20	20	3	1	0	0	0
4135948690	0	16	2	2	2	1	0	0	0
192627907	0	16	20	20	2	3	0	0	0
2170477674	0	8	20	20	2	1	0	0	0
2230689718	0	8	1000	1000	0	2	0	0	0
1115859168	0	32	10	10	1	4	0	0	0
1718243698	0	8	1000	1000	4	2	0	0	0
3753279480	0	16	2	2	0	2	0	1	0
3674249193	0	16	10	10	1	4	0	0	0
1358560570	0	16	2	2	0	2	0	0	0
373106657	0	8	2	2	2	1	0	0	0
1092676845	0	32	100	100	4	0	0	0	0
434205980	0	8	10	10	0	4	0	0	0
2514505226	0	8	5	5	0	2	0	0	0
1716290098	0	8	20	20	4	1	0	0	0
3425687202	0	16	10	10	1	3	0	2	0
3179665666	0	16	10	10	4	1	0	0	0
635063709	0	16	10	10	4	2	0	0	0
18233191	0	32	10	10	3	1	0	1	0
3571480828	0	32	20	20	2	3	0	3	0
4278182401	0	16	10	10	0	3	0	0	0
3886482504	0	16	20	20	3	4	0	0	0
1946041174	0	16	20	20	0	4	0	0	0
579600676	0	8	20	20	0	4	0	0	0
2946256701	0	8	20	20	0	3	0	0	0
2439789962	0	32	100	100	3	1	0	0	0
4207527087	0	16	10	10	1	4	0	3	0
972930220	0	16	20	20	4	3	0	0	0
1845867516	0	16	20	20	4	3	0	0	0
2328263045	0	32	20	20	3	0	0	3	0
1650891324	0	16	100	100	1	0	0	0	0
2637301994	0	32	100	100	0	4	0	0	0
4290596904	0	16	20	20	4	1	0	0	0
2487199870	0	16	100	100	0	1	0	2	0
4026952793	0	8	10	10	1	2	0	0	0
2701856429	0	16	20	20	3	1	0	0	0
741211778	0	16	20	20	1	4	0	0	0
3169881681	0	16	20	20	4	3	0	0	0
2135710793	0	8	10	10	3	2	0	0	0
33118974	0	16	10	10	4	2	0	0	0
3346330998	0	8	10	10	0	3	0	0	0
3838572032	0	16	10	10	4	2	0	0	0
