code	data_size	period	deadline	src_ecu	dst_ecu	offset	level	type
967425711	2	100	100	1	2	0	0	0
4196214403	16	10	10	2	0	0	1	0
2061692703	32	100	100	1	2	0	0	0
2460522731	16	10	10	1	0	0	0	0
1020571158	4	20	20	2	1	0	0	0
2086448300	4	10	10	2	0	0	0	0
1594273547	8	10	10	2	1	0	0	0
1723140810	2	1	1	2	0	0	3	0
855257708	32	20	20	1	0	0	0	0
486498763	1	20	20	1	0	0	0	0
519145410	2	10	10	1	0	0	0	0
916218013	4	100	100	1	0	0	0	0
74454283	2	20	20	1	0	0	0	0
1509734653	16	10	10	2	1	0	2	0
4039600772	2	100	100	2	0	0	0	0
101331540	2	20	20	1	0	0	1	0
985485639	4	10	10	1	0	0	0	0
2364844374	4	10	10	1	0	0	0	0
3527670675	2	20	20	0	1	0	0	0
2180903179	8	100	100	2	1	0	0	0
419983291	2	2	2	0	1	0	0	0
1295116944	2	20	20	2	1	0	0	0
3383020778	2	5	5	2	0	0	2	0
1780574955	1	10	10	0	2	0	0	0
1669421145	1	100	100	0	2	0	0	0
1865260023	8	50	50	2	1	0	0	1
4101853678	2	20	20	2	1	0	2	0
1017055922	1	10	10	1	2	0	0	0
2750180673	1	20	20	0	2	0	0	0
1574655525	8	10	10	2	1	0	0	0
782465875	2	50	50	0	2	0	0	0
1279751696	8	100	100	0	1	0	0	0
338738078	2	20	20	2	1	0	0	0
3853984917	4	20	20	2	1	0	0	0
298922080	8	20	20	1	2	0	0	0
1243538926	8	2	2	2	0	0	2	1
764565887	1	10	10	1	0	0	0	0
3686495132	2	100	100	1	2	0	0	0
3053247978	2	10	10	0	2	0	0	0
3528858916	4	100	100	1	2	0	0	0
2602001665	8	100	100	1	2	0	0	0
2034301202	8	5	5	2	1	0	0	0
3873366759	1	10	10	0	1	0	2	0
2443977077	64	10	10	2	0	0	3	0
1808827840	8	100	100	0	2	0	0	0
3927433312	2	20	20	0	2	0	0	0
1023182766	4	10	10	2	1	0	0	0
54903205	16	20	20	2	0	0	1	0
3311526320	4	50	50	2	0	0	0	0
3317002840	8	20	20	1	2	0	0	1
152121472	4	5	5	0	1	0	0	0
898041586	2	10	10	1	0	0	0	0
3203992484	4	5	5	1	2	0	1	0
2585966005	1	10	10	0	2	0	0	0
1155008587	4	100	100	1	0	0	0	0
499983554	4	100	100	0	1	0	0	0
1896490789	2	100	100	2	1	0	1	0
3612403623	16	20	20	2	0	0	0	0
4149390046	4	20	20	2	0	0	0	0
2726509613	4	2	2	2	1	0	3	0
2348491197	4	10	10	0	1	0	0	0
4105098156	64	50	50	1	0	0	0	0
3554646134	4	5	5	1	0	0	3	0
1520146070	1	10	10	1	0	0	1	0
2346444628	2	20	20	1	2	0	0	0
3689424124	4	100	100	2	1	0	0	0
1914801809	2	100	100	0	2	0	0	0
1637420169	2	20	20	1	0	0	2	0
1151376244	2	10	10	1	2	0	1	0
2181931881	1	100	100	1	2	0	0	0
2572073093	2	10	10	0	2	0	0	0
3896126199	4	50	50	2	0	0	1	0
899955789	2	1	1	1	0	0	2	0
438462180	1	20	20	2	0	0	0	1
4059648558	2	100	100	2	1	0	0	0
3106128357	1	10	10	3	2	0	0	0
1455963301	1	100	100	3	0	0	0	0
2348619721	4	10	10	0	1	0	0	0
3238105759	4	20	20	2	3	0	2	0
916790716	1	20	20	1	3	0	1	0
3162012403	1	100	100	0	1	0	0	0
1524475208	2	1	1	1	0	0	3	1
3976248997	1	100	100	3	2	0	0	0
1543675531	4	100	100	0	2	0	1	0
3772399012	4	100	100	0	3	0	0	0
2372371392	4	10	10	2	1	0	0	0
142066461	4	50	50	0	1	0	0	0
3927024128	1	5	5	0	2	0	0	0
3027602207	4	10	10	3	1	0	0	0
2939536238	16	100	100	2	1	0	0	0
1520545139	2	20	20	1	3	0	0	0
3370577359	8	20	20	3	1	0	0	1
2046637761	32	10	10	0	1	0	0	0
3914126781	32	20	20	0	2	0	0	0
3594829879	2	20	20	3	2	0	0	0
1451043879	4	20	20	3	2	0	0	0
1094461633	4	10	10	2	1	0	0	0
2970310423	2	5	5	2	3	0	2	0
855631007	4	10	10	1	3	0	2	0
1453788807	8	10	10	3	0	0	0	1
553272094	4	20	20	2	1	0	0	1
343575078	1	100	100	0	3	0	0	0
908713999	2	100	100	3	1	0	0	1
3249079289	4	50	50	2	1	0	0	1
3747953410	1	10	10	2	1	0	1	0
