code	comm_id	data_size	period	deadline	src_ecu	dst_ecu	offset	level	type
1710081726	0	32	10	10	0	7	0	3	0
4022958624	0	8	20	20	9	4	0	2	0
1316583752	0	16	20	20	10	7	0	0	0
1629044664	0	16	20	20	0	9	0	0	0
3337506384	0	8	10	10	3	11	0	3	0
3843436806	0	8	100	100	1	11	0	0	0
4248092797	0	32	100	100	0	4	0	0	0
1856437343	0	16	10	10	9	8	0	0	0
4153183345	0	8	100	100	5	10	0	0	0
2696240144	0	8	10	10	10	9	0	0	0
3304236369	0	8	2	2	2	1	0	0	0
2796069550	0	8	20	20	7	1	0	0	0
2881404325	0	32	20	20	4	0	0	0	0
1966349247	0	8	1	1	2	0	0	0	0
1509624878	0	16	20	20	1	5	0	0	0
2260655053	0	16	1000	1000	3	9	0	0	0
1326778360	0	8	1	1	1	0	0	0	0
577061882	0	8	1000	1000	11	1	0	0	0
582063386	0	8	100	100	11	0	0	0	0
1290245646	0	16	100	100	5	7	0	0	0
4244950354	0	8	20	20	6	3	0	0	0
2859824976	0	32	20	20	11	10	0	1	0
6496332	0	16	10	10	4	7	0	2	0
3177927011	0	16	10	10	0	4	0	0	0
1985977362	0	16	100	100	2	3	0	0	0
3509776108	0	16	50	50	0	1	0	2	0
3045643393	0	8	5	5	1	0	0	0	0
2771268705	0	16	10	10	9	1	0	0	0
2859877739	0	16	20	20	3	5	0	1	0
1945633547	0	128	20	20	6	8	0	0	0
2283289887	0	16	5	5	0	2	0	1	0
911091840	0	8	20	20	5	0	0	0	0
893855596	0	8	10	10	7	6	0	0	0
663204942	0	8	100	100	4	1	0	0	0
3441061372	0	8	2	2	2	1	0	0	0
3974163541	0	16	10	10	3	7	0	0	0
3463326711	0	16	10	10	6	3	0	0	0
1968670565	0	16	100	100	8	6	0	0	0
2933191955	0	32	20	20	11	6	0	0	0
231332233	0	16	10	10	1	6	0	0	0
4280143513	0	16	10	10	0	6	0	0	0
3244828692	0	16	10	10	3	4	0	1	0
3327971994	0	32	10	10	0	9	0	0	0
3663334166	0	8	100	100	9	0	0	0	0
3122224224	0	16	10	10	10	6	0	0	0
3255088906	0	16	100	100	7	1	0	0	0
2253218382	0	16	20	20	11	1	0	2	0
1803211786	0	16	20	20	0	8	0	0	0
3535440956	0	16	10	10	9	6	0	1	0
3237776978	0	16	20	20	4	5	0	2	0
2856167431	0	8	20	20	3	8	0	0	0
3582342491	0	16	100	100	4	3	0	3	0
875461991	0	8	10	10	2	3	0	2	0
19098258	0	16	20	20	4	7	0	0	0
977498857	0	16	10	10	0	3	0	0	0
2313012325	0	8	20	20	4	3	0	2	0
328551538	0	8	20	20	9	10	0	0	0
171308371	0	8	100	100	2	0	0	0	0
2526486062	0	8	10	10	10	8	0	0	0
1129009295	0	16	10	10	2	10	0	0	0
3435906472	0	16	20	20	4	10	0	0	0
1070052096	0	32	10	10	4	10	0	1	0
1733882181	0	16	10	10	0	3	0	0	0
1742210018	0	8	1	1	1	2	0	0	0
2860081178	0	8	20	20	11	10	0	0	0
2164577403	0	8	1000	1000	10	0	0	0	0
973112525	0	16	50	50	1	0	0	0	0
468400086	0	16	20	20	10	3	0	0	0
3596766164	0	32	1000	1000	11	5	0	0	0
3749112623	0	8	2	2	2	0	0	0	0
449892388	0	16	5	5	0	2	0	0	0
364969739	0	16	10	10	4	1	0	0	0
4197546104	0	16	100	100	3	10	0	0	0
311965574	0	16	100	100	9	8	0	0	0
2113019553	0	8	100	100	1	11	0	0	0
1107765108	0	32	10	10	2	9	0	2	0
1961716822	0	32	10	10	0	3	0	0	0
2888440733	0	16	20	20	2	11	0	0	0
1059915609	0	16	100	100	10	1	0	1	0
3211740085	0	16	20	20	0	10	0	1	0
1351600286	0	8	10	10	8	7	0	0	0
2956595083	0	16	100	100	6	9	0	0	0
2321115599	0	16	20	20	8	6	0	0	0
3672433206	0	16	20	20	10	6	0	2	0
3306484174	0	16	100	100	10	2	0	0	0
3847591628	0	8	20	20	6	5	0	0	0
4198409139	0	16	2	2	1	2	0	0	0
2028134025	0	8	100	100	10	5	0	0	0
4212721303	0	16	10	10	1	7	0	0	0
772628932	0	32	10	10	4	0	0	0	0
3646166508	0	16	100	100	3	6	0	0	0
3367012808	0	16	20	20	4	9	0	0	0
2702329862	0	8	10	10	8	5	0	0	0
3459277098	0	16	1	1	0	2	0	0	0
298206086	0	8	20	20	11	0	0	0	0
1449172914	0	8	20	20	11	1	0	0	0
1116398125	0	8	100	100	3	4	0	0	0
472413804	0	8	10	10	8	4	0	3	0
2384408086	0	32	100	100	4	6	0	0	0
2404316686	0	8	10	10	1	3	0	0	0
3511157090	0	8	1000	1000	2	4	0	0	0
3770923398	0	32	100	100	1	3	0	0	0
3997659021	0	16	20	20	2	7	0	2	0
813217827	0	16	10	10	4	11	0	0	0
233667493	0	32	50	50	2	9	0	1	0
2121130489	0	16	10	10	0	8	0	0	0
2999940768	0	16	20	20	11	9	0	0	0
723695849	0	16	100	100	2	10	0	0	0
1573404545	0	16	20	20	1	2	0	0	0
2798903133	0	16	20	20	1	9	0	0	0
3601350633	0	8	10	10	8	10	0	2	0
3477528300	0	8	5	5	0	2	0	2	0
3413016986	0	128	10	10	10	5	0	1	0
769118623	0	16	1	1	1	2	0	1	0
3039153134	0	16	10	10	6	5	0	0	0
1653135443	0	16	10	10	4	10	0	3	0
1930956204	0	8	20	20	6	4	0	1	0
21473013	0	32	10	10	5	2	0	0	0
3187885228	0	16	20	20	5	2	0	0	0
290630827	0	8	1000	1000	6	10	0	0	0
3022032550	0	16	10	10	6	0	0	0	0
986007514	0	16	20	20	8	6	0	0	0
212884231	0	16	100	100	7	0	0	0	0
3444103157	0	32	100	100	3	8	0	0	0
3413004443	0	8	100	100	10	4	0	2	0
1612918304	0	16	20	20	9	3	0	1	0
4161025373	0	16	20	20	5	3	0	0	0
3947050741	0	8	10	10	0	7	0	0	0
3676136283	0	16	20	20	8	5	0	0	0
3798660538	0	16	1000	1000	3	8	0	0	0
3111403689	0	16	1000	1000	5	6	0	0	0
2090095433	0	8	10	10	6	2	0	1	0
1912948337	0	8	2	2	1	2	0	0	0
1756950175	0	16	50	50	0	5	0	0	0
4254241354	0	16	1	1	1	0	0	0	0
2696762838	0	16	20	20	10	6	0	0	0
2488069952	0	32	100	100	7	9	0	0	0
4168640629	0	32	100	100	1	9	0	3	0
1843839344	0	8	10	10	10	3	0	0	0
3264602503	0	16	5	5	0	1	0	1	0
1365007477	0	16	20	20	9	6	0	2	0
3934634221	0	8	20	20	0	11	0	0	0
3545012913	0	16	10	10	6	9	0	0	0
486287485	0	8	10	10	1	3	0	0	0
1847660936	0	8	10	10	1	10	0	0	0
79770328	0	8	10	10	7	0	0	0	0
4098344449	0	16	20	20	10	6	0	0	0
2156044933	0	8	20	20	7	11	0	0	0
991086121	0	8	100	100	4	7	0	2	0
783215544	0	32	10	10	1	10	0	0	0
