code	comm_id	data_size	period	deadline	src_ecu	dst_ecu	offset	level	type
2584564532	0	128	1000	1000	3	6	0	0	0
2757650854	0	16	20	20	2	7	0	0	0
1247671470	0	16	100	100	6	2	0	0	0
2664445757	0	8	20	20	7	6	0	2	0
342362804	0	32	10	10	4	2	0	0	0
1832329203	0	8	2	2	0	1	0	1	0
1364152479	0	8	5	5	0	2	0	0	0
2752948444	0	16	20	20	4	2	0	0	0
2819400143	0	8	10	10	2	0	0	1	0
829908081	0	16	20	20	0	7	0	0	0
1048134190	0	8	1	1	2	0	0	0	0
3291214364	0	32	10	10	1	2	0	0	0
2262750861	0	8	100	100	0	1	0	0	0
3558944652	0	8	1	1	2	1	0	0	0
798578987	0	32	20	20	5	6	0	0	0
2144650748	0	16	100	100	0	5	0	0	0
1868547137	0	8	10	10	1	2	0	2	0
2959861199	0	16	10	10	6	5	0	0	0
420227869	0	16	100	100	2	0	0	0	0
2776354695	0	8	50	50	3	4	0	0	0
3288601881	0	16	100	100	2	7	0	0	0
2869372483	0	32	20	20	4	2	0	3	0
708126573	0	8	10	10	3	4	0	0	0
294556714	0	16	20	20	5	4	0	0	0
767213151	0	16	10	10	4	6	0	0	0
2477131953	0	8	100	100	7	0	0	2	0
3210959513	0	16	10	10	0	7	0	0	0
2170542834	0	8	20	20	7	2	0	0	0
2223403746	0	16	2	2	2	1	0	0	0
635148952	0	16	1000	1000	0	4	0	1	0
3003531985	0	8	20	20	2	3	0	0	0
1164989537	0	8	100	100	7	0	0	0	0
4086974139	0	32	10	10	1	4	0	1	0
434239857	0	16	20	20	2	6	0	0	0
4026905070	0	16	10	10	1	2	0	0	0
22196711	0	8	20	20	4	2	0	2	0
3341743042	0	16	20	20	4	7	0	0	0
1019920704	0	8	20	20	1	7	0	0	0
2679978642	0	16	10	10	3	1	0	1	0
19215315	0	16	20	20	5	0	0	2	0
3572567511	0	16	20	20	7	2	0	0	0
674087887	0	16	10	10	3	6	0	0	0
2061215918	0	16	100	100	2	6	0	0	0
4147317119	0	8	100	100	0	5	0	0	0
4003042496	0	16	5	5	2	0	0	0	0
784845478	0	16	10	10	2	6	0	0	0
448248575	0	16	10	10	6	7	0	0	0
1923363600	0	16	10	10	4	2	0	3	0
355846357	0	32	10	10	6	3	0	0	0
3300589878	0	8	100	100	6	5	0	0	0
2517617874	0	8	10	10	0	2	0	0	0
830046283	0	16	1000	1000	5	6	0	0	0
1791281170	0	32	1	1	0	2	0	0	0
3094265821	0	8	100	100	5	3	0	0	0
1216500162	0	8	10	10	2	6	0	0	0
1868878568	0	16	20	20	7	4	0	0	0
3191916693	0	8	20	20	5	3	0	0	0
719197037	0	8	10	10	5	3	0	3	0
3754490808	0	16	20	20	7	6	0	2	0
4150788137	0	32	2	2	1	0	0	0	0
304074885	0	8	100	100	4	0	0	0	0
2605372307	0	8	5	5	1	2	0	0	0
349661518	0	16	20	20	0	1	0	1	0
3466561260	0	16	20	20	6	2	0	0	0
876919555	0	16	20	20	0	2	0	0	0
1268911362	0	32	100	100	4	2	0	1	0
4056178730	0	8	10	10	6	4	0	0	0
249828676	0	8	20	20	6	0	0	0	0
2335007398	0	16	10	10	1	0	0	0	0
3840738475	0	16	20	20	5	4	0	0	0
2547526191	0	16	100	100	2	7	0	2	0
2704663317	0	8	10	10	3	0	0	2	0
3109947711	0	16	1000	1000	5	2	0	0	0
1684197008	0	16	10	10	7	3	0	0	0
1322018553	0	16	20	20	2	1	0	0	0
