code	data_size	period	deadline	src_ecu	dst_ecu	offset	level	type
1344708376	8	20	20	9	4	0	0	0
1395840213	8	100	100	10	0	0	0	0
4108084326	16	10	10	5	7	0	2	0
654535080	8	20	20	9	5	0	1	0
1979033159	16	1000	1000	9	11	0	0	0
2847121335	16	20	20	6	11	0	0	0
3764651402	8	10	10	3	0	0	0	0
2483992185	16	20	20	2	7	0	0	0
1852497603	16	10	10	2	10	0	0	0
2573048511	8	5	5	2	1	0	2	0
101321555	32	100	100	6	0	0	0	0
2552185686	16	10	10	9	0	0	0	0
3906703272	8	1000	1000	3	7	0	0	0
2084356128	8	100	100	10	5	0	0	0
1681573519	32	20	20	4	8	0	0	0
4209747460	16	100	100	4	7	0	0	0
1868868843	16	20	20	7	11	0	0	0
798819948	16	10	10	4	1	0	0	0
96590846	16	10	10	0	7	0	0	0
1689642716	16	20	20	10	7	0	0	0
3139901141	8	100	100	4	11	0	0	0
2087195560	8	10	10	10	6	0	1	0
3989344875	32	100	100	0	10	0	0	0
2100547562	8	100	100	9	5	0	1	0
2360397573	16	10	10	11	4	0	0	0
242086408	16	10	10	7	11	0	1	0
1654897382	8	10	10	11	9	0	0	0
2696801651	8	1	1	1	0	0	0	0
4223456366	16	10	10	10	0	0	0	0
1971366897	128	2	2	0	1	0	0	0
1395188899	32	10	10	4	9	0	0	0
352743847	8	20	20	9	6	0	2	0
2072817286	16	20	20	2	0	0	0	0
2404751338	16	20	20	7	8	0	0	0
3699977417	16	10	10	8	9	0	3	0
1695553401	16	100	100	6	7	0	2	0
2756797970	16	2	2	0	1	0	1	0
2826276520	8	5	5	1	0	0	0	0
2717959862	32	20	20	0	1	0	0	0
2451080333	8	20	20	8	10	0	0	0
3384419527	16	100	100	1	2	0	2	0
3917944641	8	10	10	4	6	0	0	0
3351505739	16	10	10	9	4	0	0	0
1936538551	16	20	20	4	10	0	0	0
4167265955	8	20	20	8	6	0	3	0
757825093	8	10	10	7	3	0	0	0
750448498	16	50	50	8	9	0	0	0
1163849223	32	100	100	4	9	0	0	0
1071657334	16	20	20	0	1	0	0	0
3728620839	16	1	1	2	0	0	0	0
146174850	8	10	10	6	1	0	0	0
3012508961	8	100	100	9	11	0	2	0
3443124046	16	100	100	9	7	0	2	0
316274990	8	10	10	10	0	0	0	0
2570104336	8	20	20	1	4	0	0	0
3019069117	16	10	10	4	3	0	0	0
3394816820	16	1	1	2	1	0	0	0
922293029	16	10	10	11	1	0	0	0
3658500534	16	50	50	2	9	0	0	0
2214590828	16	1000	1000	9	7	0	0	0
4053661446	16	20	20	8	11	0	2	0
3434738922	16	20	20	0	11	0	1	0
754922995	32	10	10	11	5	0	0	0
2023744882	16	5	5	0	2	0	0	0
3652511723	8	20	20	7	0	0	0	0
3850798551	8	1000	1000	7	4	0	0	0
2222960794	32	20	20	1	2	0	1	0
2067514965	8	20	20	3	0	0	1	0
3317715351	8	100	100	11	10	0	0	0
3089346038	16	100	100	8	7	0	0	0
3152145324	16	20	20	8	7	0	0	0
1413535467	8	20	20	7	10	0	0	0
1791778171	8	2	2	2	0	0	0	0
3141500916	32	10	10	5	6	0	0	0
2143480159	16	20	20	11	7	0	0	0
2233915387	8	10	10	4	7	0	0	0
1780418724	16	10	10	7	9	0	0	0
752601957	16	100	100	11	1	0	0	0
2528185838	16	100	100	9	3	0	0	0
1322473474	32	10	10	5	2	0	3	0
