code	comm_id	data_size	period	deadline	src_ecu	dst_ecu	offset	level	type
747925328	0	16	20	20	2	4	0	0	0
544136271	0	64	20	20	3	9	0	0	0
297082208	0	8	100	100	11	4	0	0	0
4289692927	0	8	10	10	10	11	0	0	0
2392996814	0	16	1	1	1	2	0	0	0
4068195566	0	16	100	100	3	0	0	0	1
633039712	0	32	1000	1000	11	2	0	0	0
1358379081	0	8	20	20	6	11	0	0	0
1318568449	0	32	10	10	1	6	0	0	0
57615916	0	32	100	100	3	0	0	2	0
4248471890	0	16	100	100	1	8	0	0	0
2920459188	0	8	10	10	7	6	0	0	0
644331312	0	8	20	20	5	7	0	0	0
2837805394	0	128	1	1	2	1	0	1	0
1460284101	0	16	100	100	4	6	0	0	0
485334446	0	16	20	20	0	8	0	0	0
318775758	0	16	1000	1000	6	8	0	1	0
3342869073	0	8	10	10	2	3	0	0	0
4223588972	0	8	20	20	8	6	0	2	0
713943827	0	16	10	10	5	9	0	0	0
3100699911	0	16	10	10	3	11	0	2	0
2318988429	0	32	100	100	1	10	0	2	0
3629945871	0	32	10	10	0	10	0	3	0
1857649636	0	16	2	2	2	1	0	0	0
2308077676	0	32	20	20	10	3	0	0	0
1998009331	0	8	20	20	10	5	0	0	0
2831971462	0	8	20	20	5	4	0	0	0
670156183	0	16	20	20	7	11	0	0	0
2436717473	0	8	100	100	7	5	0	0	0
303468794	0	16	20	20	4	2	0	0	0
1350241725	0	8	10	10	1	2	0	0	0
3613280822	0	8	10	10	1	0	0	0	0
669855187	0	32	100	100	5	2	0	0	0
2701895605	0	32	10	10	11	10	0	0	0
2573054575	0	16	10	10	9	8	0	0	0
525390190	0	8	10	10	1	2	0	3	0
1501458741	0	8	10	10	8	1	0	0	0
2564230901	0	16	1000	1000	1	0	0	0	0
3569795752	0	16	2	2	0	1	0	0	0
3740620200	0	16	20	20	5	0	0	0	0
1910840063	0	16	100	100	0	6	0	0	0
993920453	0	8	1000	1000	2	7	0	0	0
543675265	0	8	10	10	1	0	0	0	0
1246440795	0	8	20	20	4	2	0	0	0
2820618936	0	16	20	20	2	9	0	1	0
3766367409	0	16	20	20	3	8	0	0	0
1691961558	0	16	10	10	8	9	0	0	0
1776156754	0	16	50	50	3	6	0	1	0
201241536	0	16	20	20	7	5	0	0	0
1425018582	0	16	100	100	4	0	0	0	0
2655185294	0	16	20	20	6	1	0	0	0
4063169295	0	32	100	100	8	6	0	0	0
385225811	0	8	10	10	2	10	0	1	0
2168247611	0	16	10	10	11	3	0	0	0
1294932129	0	16	10	10	4	1	0	0	0
389471841	0	16	5	5	1	2	0	0	0
3396346428	0	16	10	10	9	1	0	1	0
1698599325	0	16	10	10	11	10	0	0	0
296117243	0	8	10	10	3	7	0	0	0
2491471663	0	8	1	1	2	1	0	0	0
2179691849	0	16	10	10	10	7	0	1	0
690804724	0	8	20	20	6	9	0	0	0
1383213647	0	16	20	20	10	4	0	2	0
2792061075	0	8	100	100	9	2	0	0	0
538590545	0	16	20	20	4	5	0	0	0
748426839	0	8	2	2	2	1	0	0	0
3043700661	0	8	20	20	3	6	0	0	0
675249803	0	32	20	20	4	10	0	2	0
1768464381	0	16	50	50	8	2	0	2	0
3498810714	0	32	100	100	5	4	0	0	0
3340227430	0	16	100	100	3	11	0	2	0
3688256513	0	8	20	20	1	8	0	0	0
2964937564	0	16	10	10	9	11	0	3	0
2307101855	0	16	100	100	10	1	0	0	0
1277891813	0	8	20	20	6	9	0	0	0
806338788	0	16	5	5	2	0	0	0	0
1597859404	0	8	10	10	9	11	0	0	0
1589526647	0	16	100	100	5	2	0	3	0
1669652633	0	8	20	20	9	2	0	1	0
2130372249	0	16	10	10	6	9	0	0	0
