code	comm_id	data_size	period	deadline	src_ecu	dst_ecu	offset	level	type
2310031598	0	16	20	20	8	3	0	0	0
670111205	0	16	20	20	1	2	0	0	0
3442102889	0	16	100	100	8	10	0	0	0
3218654503	0	8	100	100	7	0	0	0	0
2600419501	0	16	20	20	4	5	0	0	0
3642179695	0	16	1	1	2	1	0	0	0
678952255	0	16	1000	1000	5	7	0	0	0
3492465221	0	16	10	10	5	1	0	0	0
2389493815	0	8	20	20	0	10	0	0	0
246668022	0	8	20	20	10	3	0	0	0
1968285088	0	8	10	10	3	7	0	0	0
523867808	0	8	5	5	0	1	0	0	0
3331334814	0	8	100	100	7	5	0	0	0
2279017859	0	8	10	10	7	10	0	0	0
315922707	0	8	2	2	2	1	0	3	0
2171804726	0	8	100	100	0	6	0	0	0
3865743378	0	16	50	50	3	0	0	0	0
15304714	0	8	20	20	0	7	0	2	0
1683438123	0	16	1000	1000	9	11	0	0	0
1016080704	0	8	20	20	3	5	0	0	0
1833309905	0	16	10	10	11	1	0	0	0
1316688332	0	16	20	20	5	11	0	2	0
1269429106	0	16	100	100	3	7	0	0	0
2285125625	0	8	10	10	7	6	0	0	0
1392683548	0	8	20	20	5	2	0	1	0
1793692246	0	16	10	10	7	11	0	0	0
1379407773	0	16	10	10	7	6	0	0	0
1812858753	0	16	100	100	4	10	0	0	0
3541664331	0	16	1	1	2	0	0	1	0
3563054414	0	32	10	10	8	6	0	0	0
671336212	0	16	10	10	5	1	0	0	0
2013815383	0	16	10	10	7	0	0	1	0
1627193928	0	128	10	10	5	11	0	2	0
412470127	0	32	100	100	8	11	0	0	0
2898728058	0	16	100	100	2	7	0	0	1
3940435668	0	8	100	100	1	8	0	0	0
490612238	0	16	20	20	9	10	0	0	0
1926212953	0	32	10	10	7	5	0	0	0
2317598625	0	16	10	10	0	2	0	0	0
1501431739	0	16	1000	1000	8	2	0	0	0
828812618	0	8	10	10	10	8	0	1	0
1389325922	0	8	50	50	0	2	0	0	0
3070363303	0	64	20	20	8	3	0	0	0
1326020701	0	16	20	20	6	4	0	0	0
3089649334	0	8	10	10	10	4	0	3	0
351684975	0	16	1	1	2	1	0	0	0
3696262640	0	32	10	10	8	3	0	2	0
2553926353	0	8	2	2	2	0	0	0	0
1091082221	0	32	10	10	3	2	0	3	0
2438426747	0	16	20	20	5	7	0	0	0
1990002023	0	16	20	20	8	1	0	0	0
532971222	0	8	20	20	4	0	0	2	0
2404925492	0	16	10	10	10	3	0	2	0
880266295	0	16	20	20	5	4	0	0	0
1786150215	0	16	2	2	0	2	0	0	0
644669414	0	16	100	100	3	4	0	0	0
458827945	0	8	100	100	4	11	0	0	0
162213179	0	32	10	10	6	11	0	0	0
3048481105	0	8	20	20	10	11	0	0	0
3988111777	0	16	20	20	5	6	0	0	0
163797916	0	32	10	10	11	7	0	0	0
1368351751	0	8	100	100	3	1	0	0	0
4065344615	0	32	1000	1000	5	3	0	0	0
3836260205	0	8	20	20	6	1	0	2	0
825521209	0	8	100	100	5	0	0	0	0
3590458281	0	16	10	10	10	7	0	2	0
940427901	0	8	5	5	2	1	0	0	0
1577619060	0	16	20	20	2	5	0	0	0
2990624285	0	16	10	10	11	10	0	0	0
948593282	0	32	10	10	10	11	0	0	0
2510613527	0	16	20	20	2	7	0	1	0
1197286238	0	8	100	100	4	9	0	0	0
1232510084	0	32	20	20	3	9	0	1	0
3728428273	0	16	20	20	0	4	0	0	0
3789342997	0	16	10	10	10	7	0	0	0
3642603542	0	8	20	20	3	1	0	3	0
361208397	0	16	100	100	2	0	0	0	0
1460656176	0	32	10	10	7	6	0	1	0
917749750	0	8	100	100	4	10	0	1	0
4094182338	0	16	20	20	3	6	0	0	0
