code	comm_id	data_size	period	deadline	src_ecu	dst_ecu	offset	level	type
3728982448	0	16	100	100	10	11	0	2	0
3148087400	0	16	20	20	2	6	0	0	0
3863968519	0	8	20	20	2	3	0	1	0
130350118	0	16	100	100	11	5	0	2	0
527745274	0	16	20	20	10	9	0	0	0
1093145218	0	8	20	20	5	0	0	0	0
1179908790	0	32	100	100	7	8	0	0	0
1325910234	0	8	1	1	1	0	0	0	0
404989612	0	8	50	50	4	1	0	0	0
2928626066	0	16	10	10	4	1	0	0	0
1887525447	0	16	20	20	7	2	0	0	0
205069445	0	16	10	10	0	3	0	0	0
3630842244	0	8	10	10	5	8	0	0	0
2282783495	0	16	100	100	10	3	0	2	0
654133695	0	8	20	20	10	9	0	0	0
2667869509	0	8	100	100	11	7	0	0	0
1975738509	0	16	10	10	10	8	0	0	0
2457568948	0	128	10	10	10	2	0	0	0
2496514053	0	8	100	100	1	10	0	1	0
608287166	0	8	10	10	7	6	0	0	0
1101614090	0	16	20	20	4	10	0	1	0
395383873	0	8	100	100	6	11	0	0	0
305631649	0	256	100	100	3	5	0	0	0
1755281913	0	16	10	10	1	7	0	0	0
1883291867	0	8	20	20	6	8	0	0	0
1013036372	0	16	10	10	1	5	0	0	0
398226256	0	16	10	10	8	10	0	1	0
2875514072	0	8	100	100	6	3	0	1	0
1926561574	0	16	100	100	4	1	0	0	0
814796	0	8	20	20	5	10	0	0	0
980206701	0	16	10	10	5	1	0	0	0
2090672899	0	8	10	10	8	5	0	3	0
1467229976	0	16	20	20	4	6	0	0	0
2701204125	0	16	20	20	0	8	0	0	0
673245304	0	16	20	20	8	5	0	2	0
2476839250	0	8	20	20	9	1	0	0	0
4134193741	0	16	10	10	4	6	0	0	0
1514705282	0	8	2	2	2	0	0	3	0
3956052804	0	32	10	10	11	1	0	0	0
2959010108	0	16	100	100	4	8	0	0	0
623980050	0	32	2	2	2	1	0	0	1
988676590	0	16	20	20	10	3	0	3	0
2002771169	0	16	50	50	11	3	0	0	0
3919323955	0	8	20	20	1	6	0	0	0
1757322372	0	16	5	5	1	2	0	1	0
635151359	0	16	10	10	2	7	0	0	0
1407869729	0	16	20	20	10	3	0	0	0
3907333987	0	32	1	1	1	2	0	0	0
944811126	0	16	10	10	2	9	0	0	0
4136111519	0	16	100	100	9	0	0	0	0
221405145	0	8	20	20	4	3	0	0	0
1187615182	0	16	20	20	7	5	0	0	0
2860809763	0	16	10	10	10	1	0	2	0
2858186338	0	8	100	100	7	10	0	0	0
1318359208	0	8	2	2	1	0	0	0	0
1883745734	0	16	10	10	4	3	0	2	0
4075565080	0	16	20	20	7	0	0	0	0
2030704232	0	32	20	20	8	5	0	0	0
2389330783	0	8	100	100	7	2	0	0	0
1451614355	0	16	50	50	10	4	0	1	0
36566479	0	16	20	20	2	10	0	0	0
860301688	0	8	10	10	4	0	0	0	0
1432655188	0	16	10	10	4	10	0	0	0
2030647745	0	16	50	50	5	11	0	0	0
2628363962	0	16	100	100	11	1	0	0	0
448270663	0	16	20	20	5	6	0	0	0
3201587371	0	16	10	10	6	9	0	0	0
3481435400	0	8	100	100	11	0	0	0	0
2906804160	0	8	1000	1000	10	9	0	0	0
2737373973	0	8	20	20	0	2	0	1	0
3482377245	0	8	10	10	7	9	0	0	0
377853156	0	16	10	10	11	9	0	0	0
26956547	0	16	1000	1000	5	7	0	0	0
2416985098	0	8	5	5	0	1	0	0	0
898360100	0	16	10	10	10	7	0	0	0
3496625154	0	32	20	20	11	8	0	0	0
1592513711	0	32	100	100	4	10	0	0	0
818826423	0	16	100	100	4	1	0	0	0
3377396642	0	16	10	10	0	6	0	0	0
509772349	0	8	20	20	6	5	0	0	0
3324814798	0	8	20	20	1	7	0	0	0
2621115648	0	16	10	10	1	4	0	1	0
2083242206	0	16	100	100	0	8	0	0	0
2652728605	0	8	10	10	4	6	0	2	0
1883125779	0	16	100	100	6	0	0	0	0
1505759187	0	8	10	10	2	9	0	0	0
404310115	0	8	100	100	0	3	0	0	0
3881778843	0	16	10	10	9	7	0	3	0
227290209	0	16	10	10	11	0	0	0	0
810433509	0	8	20	20	4	11	0	1	0
1016875316	0	32	20	20	3	7	0	0	0
3268580791	0	8	100	100	1	5	0	0	0
2404974912	0	16	5	5	0	1	0	0	0
2211115565	0	16	20	20	1	4	0	0	0
1011578533	0	16	10	10	9	5	0	3	0
2418395524	0	8	20	20	10	1	0	1	0
858386424	0	8	10	10	3	10	0	1	0
2080068645	0	32	5	5	0	1	0	0	0
2110727714	0	16	10	10	5	2	0	0	0
4255836700	0	32	10	10	1	5	0	3	0
2896234240	0	16	1000	1000	8	5	0	0	0
205061000	0	8	10	10	2	3	0	0	0
3235723005	0	16	10	10	8	4	0	0	0
3847635057	0	32	20	20	9	6	0	0	0
1747388851	0	16	10	10	7	6	0	0	0
2211028175	0	16	5	5	1	2	0	0	0
1540585463	0	32	100	100	9	1	0	2	0
