code	data_size	period	deadline	src_ecu	dst_ecu	offset	level	type
113704411	16	20	20	7	6	0	2	0
810764081	16	100	100	4	6	0	0	0
1499780561	16	20	20	5	7	0	0	0
3278699549	512	10	10	0	2	0	0	0
1985093776	8	10	10	3	6	0	0	0
3456222976	8	10	10	1	4	0	1	0
522578268	32	10	10	5	1	0	0	0
1501787227	32	20	20	5	2	0	0	0
4161923488	8	2	2	2	1	0	0	0
1970909524	16	10	10	5	7	0	0	0
1147187035	16	10	10	2	0	0	0	0
1222715426	16	10	10	7	2	0	0	0
2218722705	16	1000	1000	7	5	0	0	0
693848945	16	10	10	7	4	0	0	0
439363160	64	100	100	6	5	0	0	0
985105259	8	20	20	0	4	0	2	0
2374479538	8	20	20	0	6	0	1	0
71561347	16	20	20	5	4	0	2	0
3700154035	16	100	100	5	2	0	0	0
3294697824	8	10	10	4	1	0	0	0
2567115247	16	2	2	1	0	0	0	0
1880090514	8	10	10	4	2	0	0	0
3957393561	16	1	1	0	2	0	1	0
981321659	8	10	10	6	7	0	1	0
3858439538	16	100	100	3	5	0	0	0
2867698097	16	20	20	0	6	0	1	0
1963699990	16	20	20	6	1	0	0	0
1029633358	8	10	10	3	6	0	0	0
2910970648	32	20	20	1	3	0	0	0
2819489601	8	100	100	7	0	0	0	0
3166959961	8	2	2	2	0	0	0	0
1982866474	16	1	1	2	0	0	0	0
1506393397	8	100	100	6	4	0	0	0
2923617890	8	100	100	1	5	0	2	0
3476478553	32	20	20	3	1	0	0	0
4076130887	8	10	10	7	2	0	0	0
2812119285	32	10	10	1	4	0	1	0
744495578	16	100	100	4	2	0	0	0
1531378012	16	10	10	6	2	0	0	0
3035914393	8	20	20	1	6	0	0	0
2116591939	8	100	100	2	0	0	2	0
2973269727	16	20	20	4	1	0	0	0
706096095	16	10	10	0	1	0	0	0
688415864	8	10	10	4	5	0	0	0
4237648544	8	20	20	7	4	0	0	0
3245956476	8	20	20	5	4	0	0	0
1794489463	16	2	2	0	1	0	0	0
3279763762	16	10	10	6	7	0	0	0
725014297	8	20	20	3	2	0	0	0
3164075156	8	10	10	1	0	0	0	0
2930726608	16	1000	1000	5	4	0	0	0
3492391770	16	5	5	0	1	0	0	0
3918876728	32	20	20	1	3	0	0	0
285789889	16	10	10	2	5	0	0	0
2030979840	16	10	10	5	4	0	0	0
3267788962	16	20	20	3	5	0	0	0
1408522325	16	20	20	3	7	0	3	0
2980096049	16	20	20	2	0	0	0	0
2068682421	16	20	20	0	6	0	1	0
995192109	16	1000	1000	1	0	0	0	0
960551892	8	5	5	2	0	0	0	0
757598925	8	100	100	0	1	0	0	0
1349917683	16	1000	1000	3	5	0	0	0
3276805815	8	1000	1000	1	7	0	3	0
3609527930	8	10	10	3	7	0	0	0
2734272736	8	20	20	2	0	0	2	0
2492461005	32	10	10	4	2	0	0	1
3726235759	128	10	10	2	6	0	0	0
15353157	16	100	100	4	5	0	0	0
1015709346	16	10	10	6	1	0	0	0
2725776690	16	10	10	3	2	0	0	0
1579404620	8	20	20	2	7	0	0	0
233294512	16	1	1	1	0	0	0	0
2507445107	16	10	10	6	7	0	0	0
290828184	16	50	50	0	7	0	0	0
3908986060	16	20	20	3	5	0	2	0
466326595	16	10	10	7	2	0	0	0
780391661	16	1000	1000	5	4	0	2	0
3267246788	16	20	20	2	0	0	0	0
3193535141	8	10	10	4	5	0	2	0
1143032016	16	1000	1000	6	3	0	0	0
2113363946	32	50	50	2	6	0	0	0
1710618894	16	20	20	0	3	0	0	0
946689394	16	10	10	7	3	0	2	0
565217268	8	100	100	1	0	0	0	0
66522494	16	10	10	0	6	0	0	0
513517755	16	100	100	2	4	0	3	0
1138804993	16	100	100	1	7	0	3	0
689108850	16	20	20	6	0	0	0	0
3723338946	32	100	100	5	7	0	0	0
2849769405	16	20	20	2	7	0	0	0
768034751	8	20	20	7	2	0	0	0
179056975	8	100	100	3	0	0	0	0
2469943789	16	100	100	6	3	0	1	0
3073596973	8	5	5	0	1	0	0	0
1696023975	32	20	20	4	2	0	1	0
1161312261	256	10	10	0	7	0	0	0
3999204280	16	10	10	5	7	0	0	0
2915202410	32	1	1	1	0	0	0	0
1380573390	32	1	1	2	0	0	0	0
2180413917	8	20	20	3	2	0	0	0
3892760298	32	20	20	7	6	0	0	0
1625740174	8	100	100	1	4	0	3	0
1328704665	32	10	10	6	1	0	0	0
607748188	16	50	50	2	5	0	0	0
2894663095	16	20	20	3	0	0	0	0
4044707329	8	100	100	1	0	0	0	0
2615030725	8	20	20	5	6	0	0	0
1894303287	16	20	20	7	3	0	0	0
3822516203	8	100	100	5	7	0	0	0
3304092153	16	20	20	7	6	0	0	0
674202096	8	10	10	7	4	0	2	0
976730721	8	100	100	7	2	0	0	0
252811664	8	10	10	7	2	0	2	0
500021714	8	10	10	6	0	0	0	0
1203271310	8	100	100	7	0	0	0	0
1493161358	16	100	100	0	1	0	0	0
488250285	16	100	100	7	1	0	0	0
1035483094	16	20	20	3	2	0	0	0
2256714718	16	100	100	4	1	0	0	0
1806306558	8	100	100	2	7	0	1	0
3692802521	16	20	20	1	0	0	0	0
168882863	16	10	10	2	0	0	1	0
566852497	32	100	100	7	1	0	3	0
1062640546	16	10	10	7	3	0	0	0
2464353736	16	20	20	3	2	0	0	0
3153522075	8	5	5	1	2	0	0	0
808550199	128	50	50	3	4	0	0	0
2224682707	16	100	100	0	2	0	0	0
2709071689	8	20	20	7	4	0	0	0
1914188131	32	5	5	1	0	0	3	0
1756871512	32	100	100	7	3	0	0	0
3839359510	8	2	2	0	1	0	0	0
2155591398	32	10	10	6	5	0	0	0
992026791	8	10	10	0	3	0	0	0
3481573670	16	20	20	4	1	0	2	0
3204998731	16	10	10	0	5	0	0	0
777765855	16	10	10	0	2	0	0	0
1600023095	16	1	1	0	2	0	1	0
546306782	8	20	20	1	6	0	1	0
73128154	16	20	20	6	2	0	1	0
1244485410	32	20	20	2	1	0	2	0
3840671144	8	20	20	6	4	0	2	0
2709239222	16	100	100	6	7	0	0	0
1347102910	8	20	20	3	0	0	0	0
2101721002	16	10	10	4	7	0	0	0
3639063470	16	10	10	0	4	0	1	0
2456149025	8	20	20	1	2	0	0	0
605595888	8	10	10	7	6	0	0	0
2554209686	8	10	10	1	3	0	0	0
